NOP_method,NOLV_method,AMW_type,LOCNAMM_type,LOC_type,CFNAMM_type,AMWNAMM_type,LCOM5_type,NOAV_method,TCC_type,NIM_type,LOC_package,NOM_package,NOMNAMM_package,RFC_type,LOC_method,WMC_type,WMCNAMM_type,NOCS_package,ATLD_method,CDISP_method,NOM_type,is_long_parameters_list
0.25,0.16666666666666666,0.17458193975845904,0.6416241186481887,0.5254741539605802,0.0004178919671877417,0.2577872465273015,0.485955056,0.1323529411764706,0.042455536,0.0017331022530329286,0.17789643941240332,0.14144084600132187,0.1783529411764706,0.13157894736842107,0.08695652173913042,0.36857562408223205,0.4489795918367347,0.2637362637362637,0.16666666666666666,0.0,0.4027149321266969,0
0.25,0.1944444444444444,0.17458193975845904,0.6416241186481887,0.5254741539605802,0.0004178919671877417,0.2577872465273015,0.485955056,0.1323529411764706,0.042455536,0.0017331022530329286,0.17789643941240332,0.14144084600132187,0.1783529411764706,0.13157894736842107,0.11462450592885375,0.36857562408223205,0.4489795918367347,0.2637362637362637,0.16666666666666666,0.0,0.4027149321266969,0
0.1875,0.2777777777777778,0.1616499442531254,0.03890104546559689,0.02882112309408702,0.0026776040860547906,0.2357723577027315,0.34375,0.17647058823529413,0.666666667,0.027729636048526858,0.10639664990140253,0.1407799074686054,0.17458823529411766,0.05116959064327485,0.07509881422924901,0.033773861967694566,0.04452690166975881,0.3956043956043957,0.1111111111111111,1.0,0.03619909502262444,0
0.1875,0.08333333333333333,0.0,0.029418915633357644,0.03514317590182224,0.0,0.08841463412747247,0.508064516,0.014705882352941175,0.0,0.0,0.10639664990140253,0.1407799074686054,0.17458823529411766,0.09064327485380116,0.011857707509881422,0.09104258443465492,0.07977736549165121,0.3956043956043957,0.05555555555555555,0.0,0.2805429864253394,0
0.1875,0.2222222222222222,0.14009661828158276,0.025042548018477998,0.021383413908516183,0.002166847237269773,0.20998475605274716,0.375,0.14705882352941174,0.4,0.027729636048526858,0.10639664990140253,0.1407799074686054,0.17458823529411766,0.04385964912280702,0.1067193675889328,0.030837004405286344,0.0352504638218924,0.3956043956043957,0.1111111111111111,0.0,0.03619909502262444,0
0.1875,0.08333333333333333,0.03232998881182908,0.019207391198638464,0.01375976199330606,0.0011762885002321625,0.11788617880715843,0.46875,0.08823529411764706,0.166666667,0.031195840554592718,0.10639664990140253,0.1407799074686054,0.17458823529411766,0.04239766081871345,0.011857707509881422,0.016152716593245225,0.02226345083487941,0.3956043956043957,0.05555555555555555,0.666666667,0.03619909502262444,0
0.1875,0.1944444444444444,0.1616499442531254,0.1385849744711889,0.10598735589438453,0.0007274415725119951,0.24629790938036325,0.4862637365,0.25,0.095238095,0.9341421143847486,0.04947599317572508,0.01024454725710509,0.013176470588235293,0.029239766081871343,0.35177865612648224,0.05726872246696035,0.07235621521335807,0.08791208791208792,0.5555555555555556,1.0,0.06334841628959277,0
0.1875,0.08333333333333333,0.029096989959743188,0.014587892049598834,0.01617701747861659,0.0004101532270546355,0.15472560972307686,0.4603174605,0.08823529411764706,0.222222222,0.0121317157712305,0.04947599317572508,0.01024454725710509,0.013176470588235293,0.02631578947368421,0.07509881422924901,0.017621145374449337,0.012987012987012988,0.08791208791208792,0.2222222222222222,1.0,0.0407239819004525,0
0.1875,0.1944444444444444,0.1771551429284252,0.2424021395575006,0.2504648568240982,0.07489552700820308,0.2527911370497092,0.490138951,0.1176470588235294,0.071103983,0.8960138648180243,0.13446923537101454,0.1325181758096497,0.14729411764705885,0.2690058479532164,0.09881422924901184,0.4052863436123348,0.37662337662337664,0.3131868131868132,0.05555555555555555,0.0,0.4389140271493213,0
0.1875,0.1111111111111111,0.038795986612990885,0.012885971310478968,0.008925251022685012,0.0005494505494505496,0.12378048777846147,0.5,0.05882352941176471,0.0,0.031195840554592718,0.13446923537101454,0.1325181758096497,0.14729411764705885,0.04678362573099415,0.011857707509881422,0.00881057268722467,0.012987012987012988,0.3131868131868132,0.05555555555555555,1.0,0.01809954751131222,0
0.1875,0.2777777777777778,0.09698996653247728,0.02236810114271821,0.01617701747861659,0.0008976938554403342,0.17682926825494494,0.5416666665,0.19117647058823528,0.0,0.031195840554592718,0.13446923537101454,0.1325181758096497,0.14729411764705885,0.05555555555555555,0.10276679841897232,0.013215859030837005,0.01855287569573284,0.3131868131868132,0.1111111111111111,0.428571429,0.01809954751131222,0
0.1875,0.08333333333333333,0.0,0.0012156576707999028,0.0,0.0,0.08841463412747247,0.0,0.014705882352941175,1.0,0.0,0.00017725389404648492,0.0009914077990746855,0.0014117647058823528,0.0,0.0,0.0,0.0018552875695732839,0.005494505494505494,0.05555555555555555,0.0,0.0,0
0.4375,0.25,0.1454849497987159,0.009482129832239242,0.006322052807735217,1.5477480266212658e-05,0.2210365853186812,0.5,0.22058823529411764,1.0,1.0,0.04726031950014402,0.041969596827495036,0.057882352941176475,0.005847953216374269,0.11067193675889328,0.005873715124816446,0.00927643784786642,0.3021978021978022,0.2222222222222222,1.0,0.004524886877828055,1
0.4375,0.4166666666666666,0.062350692784733965,0.034281546316557256,0.027891409445890667,0.0012846308620956509,0.147357723575259,0.4615384615,0.2352941176470588,0.109090909,0.0017331022530329286,0.13446923537101454,0.1325181758096497,0.14729411764705885,0.032163742690058485,0.07114624505928853,0.032305433186490456,0.03710575139146568,0.3131868131868132,0.05555555555555555,0.0,0.058823529411764726,1
0.5,0.3055555555555555,0.2586399107856027,0.03695599319231704,0.02733358125697285,0.0,0.324186991830204,0.0,0.17647058823529413,1.0,0.0017331022530329286,0.13446923537101454,0.1325181758096497,0.14729411764705885,0.007309941520467836,0.035573122529644265,0.030837004405286344,0.04081632653061225,0.3131868131868132,0.05555555555555555,0.0,0.022624434389140267,1
0.625,0.3611111111111111,0.2586399107856027,0.03695599319231704,0.02733358125697285,0.0,0.324186991830204,0.0,0.2058823529411765,1.0,0.0017331022530329286,0.13446923537101454,0.1325181758096497,0.14729411764705885,0.007309941520467836,0.03952569169960474,0.030837004405286344,0.04081632653061225,0.3131868131868132,0.05555555555555555,0.0,0.022624434389140267,1
0.4375,0.1944444444444444,0.1454849497987159,0.03671286165815706,0.02863518036444775,0.00037145952638910384,0.26524390238241746,0.4166666665,0.22058823529411764,1.0,0.0017331022530329286,0.024682604745973016,0.03932584269662921,0.03152941176470588,0.017543859649122806,0.035573122529644265,0.013215859030837005,0.016697588126159554,0.15384615384615388,0.4444444444444444,0.0,0.013574660633484163,1
0.0,0.027777777777777776,1.0,0.3338195964016533,0.25436965414652285,0.0336170871382139,1.0,0.361607143,0.1176470588235294,0.0,0.0017331022530329286,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.1257309941520468,0.07509881422924901,0.4801762114537445,0.6085343228200372,0.03296703296703297,0.3888888888888888,0.375,0.12669683257918551,0
0.0625,0.027777777777777776,1.0,0.3338195964016533,0.25436965414652285,0.0336170871382139,1.0,0.361607143,0.029411764705882356,0.0,0.0017331022530329286,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.1257309941520468,0.023715415019762848,0.4801762114537445,0.6085343228200372,0.03296703296703297,0.05555555555555555,0.0,0.12669683257918551,0
0.125,0.05555555555555555,0.0,0.004862630683199611,0.0027891409445890665,0.00018572976319455192,0.08841463412747247,0.0,0.044117647058823525,1.0,0.027729636048526858,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.011695906432748536,0.007905138339920948,0.004405286343612334,0.007421150278293135,0.03296703296703297,0.05555555555555555,0.0,0.013574660633484163,0
0.0,0.0,0.4303929764878679,0.13420860685630925,0.10914838229825212,0.0005571892895836558,0.6115345527444895,0.38856305,0.029411764705882356,0.191666667,0.0017331022530329286,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.04824561403508772,0.007905138339920948,0.2540381791483113,0.3079777365491651,0.03296703296703297,0.1111111111111111,0.0,0.14027149321266968,0
0.0625,0.027777777777777776,0.9173634331297144,0.16314125942134694,0.12383785793975455,0.0,0.924669714955101,0.5,0.05882352941176471,0.0,0.0017331022530329286,0.015819910043648768,0.00826173165895572,0.011294117647058824,0.033625730994152045,0.023715415019762848,0.3671071953010279,0.4656771799628943,0.016483516483516487,0.05555555555555555,0.0,0.10407239819004524,0
0.0625,0.08333333333333333,0.9173634331297144,0.16314125942134694,0.12383785793975455,0.0,0.924669714955101,0.5,0.05882352941176471,0.0,0.0017331022530329286,0.015819910043648768,0.00826173165895572,0.011294117647058824,0.033625730994152045,0.08300395256916995,0.3671071953010279,0.4656771799628943,0.016483516483516487,0.05555555555555555,0.0,0.10407239819004524,0
0.0,0.16666666666666666,0.7759197322598181,0.042791150012156574,0.03179620676831536,7.738740133106331e-05,0.7957317071472524,0.375,0.1176470588235294,0.1,0.0017331022530329286,0.015819910043648768,0.00826173165895572,0.011294117647058824,0.007309941520467836,0.06324110671936757,0.06461086637298091,0.08348794063079777,0.016483516483516487,0.1111111111111111,0.0,0.01809954751131222,0
0.0625,0.027777777777777776,0.7759197322598181,0.042791150012156574,0.03179620676831536,7.738740133106331e-05,0.7957317071472524,0.375,0.029411764705882356,0.1,0.0017331022530329286,0.015819910043648768,0.00826173165895572,0.011294117647058824,0.007309941520467836,0.007905138339920948,0.06461086637298091,0.08348794063079777,0.016483516483516487,0.05555555555555555,0.0,0.01809954751131222,0
0.0625,0.027777777777777776,0.0,0.003160709944079747,0.0014875418371141688,3.8693700665531654e-05,0.08841463412747247,0.5,0.05882352941176471,1.0,0.0017331022530329286,0.032370992400239294,0.010905485789821544,0.014588235294117647,0.0029239766081871343,0.011857707509881422,0.0014684287812041115,0.0037105751391465678,0.16483516483516486,0.1111111111111111,0.0,0.004524886877828055,0
0.0625,0.16666666666666666,0.5694249648098336,0.20179917335278386,0.15340275195239866,0.008559046587215602,0.6074940990105958,0.3333333335,0.14705882352941174,0.0,0.0017331022530329286,0.026432986949682054,0.01487111698612029,0.02117647058823529,0.06286549707602339,0.043478260869565216,0.31130690161527164,0.3951762523191095,0.005494505494505494,0.1111111111111111,0.666666667,0.13574660633484162,0
0.0625,0.05555555555555555,0.5694249648098336,0.20179917335278386,0.15340275195239866,0.008559046587215602,0.6074940990105958,0.3333333335,0.044117647058823525,0.0,0.0017331022530329286,0.026432986949682054,0.01487111698612029,0.02117647058823529,0.06286549707602339,0.011857707509881422,0.31130690161527164,0.3951762523191095,0.005494505494505494,0.05555555555555555,0.0,0.13574660633484162,0
0.0,0.08333333333333333,0.3232998884092609,0.13882810600534887,0.10524358497582743,0.0059123974616932355,0.3831300811895759,0.455882353,0.2647058823529412,1.0,0.0017331022530329286,0.026432986949682054,0.01487111698612029,0.02117647058823529,0.07602339181286549,0.18577075098814227,0.13215859030837002,0.16883116883116886,0.005494505494505494,0.2222222222222222,1.0,0.0904977375565611,0
0.0,0.027777777777777776,0.3232998884092609,0.13882810600534887,0.10524358497582743,0.0059123974616932355,0.3831300811895759,0.455882353,0.07352941176470587,1.0,0.0017331022530329286,0.026432986949682054,0.01487111698612029,0.02117647058823529,0.07602339181286549,0.035573122529644265,0.13215859030837002,0.16883116883116886,0.005494505494505494,0.2222222222222222,0.0,0.0904977375565611,0
0.0625,0.1944444444444444,0.3232998884092609,0.13882810600534887,0.10524358497582743,0.0059123974616932355,0.3831300811895759,0.455882353,0.1176470588235294,1.0,0.0017331022530329286,0.026432986949682054,0.01487111698612029,0.02117647058823529,0.07602339181286549,0.05533596837944664,0.13215859030837002,0.16883116883116886,0.005494505494505494,0.05555555555555555,1.0,0.0904977375565611,0
0.0625,0.027777777777777776,0.3232998884092609,0.13882810600534887,0.10524358497582743,0.0059123974616932355,0.3831300811895759,0.455882353,0.029411764705882356,1.0,0.0017331022530329286,0.026432986949682054,0.01487111698612029,0.02117647058823529,0.07602339181286549,0.007905138339920948,0.13215859030837002,0.16883116883116886,0.005494505494505494,0.05555555555555555,1.0,0.0904977375565611,0
0.3125,0.16666666666666666,1.0,0.3338195964016533,0.25436965414652285,0.0336170871382139,1.0,0.361607143,0.2647058823529412,0.0,0.0017331022530329286,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.1257309941520468,0.18577075098814227,0.4801762114537445,0.6085343228200372,0.03296703296703297,0.16666666666666666,0.333333333,0.12669683257918551,1
0.25,0.1111111111111111,0.0,0.003890104546559689,0.0020453700260319825,2.321622039931899e-05,0.08841463412747247,1.0,0.08823529411764706,1.0,0.0017331022530329286,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.0029239766081871343,0.011857707509881422,0.0014684287812041115,0.0037105751391465678,0.03296703296703297,0.1111111111111111,0.0,0.004524886877828055,0
0.25,0.1111111111111111,0.0,0.004862630683199611,0.0027891409445890665,0.00018572976319455192,0.08841463412747247,0.0,0.07352941176470587,1.0,0.027729636048526858,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.011695906432748536,0.007905138339920948,0.004405286343612334,0.007421150278293135,0.03296703296703297,0.05555555555555555,0.0,0.013574660633484163,1
0.1875,0.08333333333333333,0.0,0.004862630683199611,0.0027891409445890665,0.00018572976319455192,0.08841463412747247,0.0,0.05882352941176471,1.0,0.027729636048526858,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.011695906432748536,0.007905138339920948,0.004405286343612334,0.007421150278293135,0.03296703296703297,0.05555555555555555,0.0,0.013574660633484163,0
0.1875,0.16666666666666666,0.14354515046806635,0.07439824945295405,0.057456303458534766,0.0051849558891812406,0.22472052843679746,0.35069444450000004,0.14705882352941174,0.833333333,0.0017331022530329286,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.05847953216374269,0.05138339920948617,0.08957415565345081,0.11317254174397033,0.03296703296703297,0.2222222222222222,1.0,0.10859728506787332,1
0.25,0.1944444444444444,0.14354515046806635,0.07439824945295405,0.057456303458534766,0.0051849558891812406,0.22472052843679746,0.35069444450000004,0.16176470588235295,0.833333333,0.0017331022530329286,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.05847953216374269,0.05138339920948617,0.08957415565345081,0.11317254174397033,0.03296703296703297,0.2222222222222222,1.0,0.10859728506787332,1
0.1875,0.1944444444444444,0.14354515046806635,0.07439824945295405,0.057456303458534766,0.0051849558891812406,0.22472052843679746,0.35069444450000004,0.16176470588235295,0.833333333,0.0017331022530329286,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.05847953216374269,0.07114624505928853,0.08957415565345081,0.11317254174397033,0.03296703296703297,0.2222222222222222,0.666666667,0.10859728506787332,1
0.1875,0.08333333333333333,0.1131549609868868,0.012642839776318991,0.008739308293045742,0.0,0.19156504063899524,0.3,0.08823529411764706,1.0,0.02599653379549393,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.007309941520467836,0.015810276679841896,0.017621145374449337,0.02411873840445269,0.03296703296703297,0.16666666666666666,0.0,0.022624434389140267,0
0.3125,0.16666666666666666,0.4303929764878679,0.13420860685630925,0.10914838229825212,0.0005571892895836558,0.6115345527444895,0.38856305,0.2058823529411765,0.191666667,0.0017331022530329286,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.04824561403508772,0.03952569169960474,0.2540381791483113,0.3079777365491651,0.03296703296703297,0.4444444444444444,0.0,0.14027149321266968,1
0.1875,0.08333333333333333,0.4303929764878679,0.13420860685630925,0.10914838229825212,0.0005571892895836558,0.6115345527444895,0.38856305,0.014705882352941175,0.191666667,0.0017331022530329286,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.04824561403508772,0.007905138339920948,0.2540381791483113,0.3079777365491651,0.03296703296703297,0.05555555555555555,0.0,0.14027149321266968,0
0.25,0.1111111111111111,0.4303929764878679,0.13420860685630925,0.10914838229825212,0.0005571892895836558,0.6115345527444895,0.38856305,0.07352941176470587,0.191666667,0.0017331022530329286,0.05339773558150356,0.03205551883674818,0.04141176470588236,0.04824561403508772,0.007905138339920948,0.2540381791483113,0.3079777365491651,0.03296703296703297,0.05555555555555555,1.0,0.14027149321266968,1
0.1875,0.1388888888888889,0.9173634331297144,0.16314125942134694,0.12383785793975455,0.0,0.924669714955101,0.5,0.08823529411764706,0.0,0.0017331022530329286,0.015819910043648768,0.00826173165895572,0.011294117647058824,0.033625730994152045,0.03952569169960474,0.3671071953010279,0.4656771799628943,0.016483516483516487,0.05555555555555555,0.0,0.10407239819004524,0
0.1875,0.08333333333333333,0.0,0.006078288353999514,0.003718854592785422,2.321622039931899e-05,0.08841463412747247,0.0,0.10294117647058824,1.0,0.0017331022530329286,0.032370992400239294,0.010905485789821544,0.014588235294117647,0.0014619883040935672,0.015810276679841896,0.0,0.0018552875695732839,0.16483516483516486,0.16666666666666666,0.0,0.0,0
0.25,0.1111111111111111,0.0,0.00437636761487965,0.0024172554853105245,0.0,0.08841463412747247,0.0,0.1323529411764706,1.0,0.0017331022530329286,0.032370992400239294,0.010905485789821544,0.014588235294117647,0.0,0.01976284584980237,0.0,0.0018552875695732839,0.16483516483516486,0.2777777777777778,0.0,0.0,1
0.1875,0.08333333333333333,0.0,0.003160709944079747,0.0014875418371141688,2.321622039931899e-05,0.08841463412747247,0.0,0.10294117647058824,1.0,0.0017331022530329286,0.032370992400239294,0.010905485789821544,0.014588235294117647,0.0014619883040935672,0.015810276679841896,0.0,0.0018552875695732839,0.16483516483516486,0.16666666666666666,0.0,0.0,0
0.1875,0.08333333333333333,0.0,0.005835156819839532,0.0035329118631461506,0.0,0.08841463412747247,1.0,0.10294117647058824,1.0,0.0017331022530329286,0.032370992400239294,0.010905485789821544,0.014588235294117647,0.0014619883040935672,0.015810276679841896,0.0014684287812041115,0.0037105751391465678,0.16483516483516486,0.2222222222222222,0.0,0.004524886877828055,0
0.1875,0.08333333333333333,0.0,0.008266472161439338,0.005392339159538862,2.321622039931899e-05,0.08841463412747247,0.0,0.10294117647058824,1.0,0.0017331022530329286,0.032370992400239294,0.010905485789821544,0.014588235294117647,0.0014619883040935672,0.015810276679841896,0.0,0.0018552875695732839,0.16483516483516486,0.16666666666666666,0.0,0.0,0
0.3125,0.1388888888888889,0.0,0.005348893751519573,0.003161026403867609,0.0,0.08841463412747247,0.0,0.16176470588235295,1.0,0.0017331022530329286,0.032370992400239294,0.010905485789821544,0.014588235294117647,0.0,0.023715415019762848,0.0,0.0018552875695732839,0.16483516483516486,0.33333333333333337,0.0,0.0,1
0.1875,0.1388888888888889,0.5694249648098336,0.20179917335278386,0.15340275195239866,0.008559046587215602,0.6074940990105958,0.3333333335,0.16176470588235295,0.0,0.0017331022530329286,0.026432986949682054,0.01487111698612029,0.02117647058823529,0.06286549707602339,0.09881422924901184,0.31130690161527164,0.3951762523191095,0.005494505494505494,0.1111111111111111,1.0,0.13574660633484162,0
0.5625,0.25,0.0,0.018964259664478483,0.01357381926366679,6.190992106485063e-05,0.08841463412747247,1.0,0.2794117647058824,1.0,0.0017331022530329286,0.032370992400239294,0.010905485789821544,0.014588235294117647,0.0029239766081871343,0.043478260869565216,0.0014684287812041115,0.0037105751391465678,0.16483516483516486,0.5,0.0,0.004524886877828055,1
