ATFD_type,FANOUT_type,number_private_visibility_methods,number_standard_design_methods,CFNAMM_type,AMWNAMM_type,AMW_type,WMCNAMM_type,NOMNAMM_type,NOCS_type,number_not_final_static_methods,WMC_type,number_static_methods,CBO_type,number_protected_visibility_methods,RFC_type,TCC_type,LCOM5_type,isStatic_type,LOCNAMM_type,LOC_type,NOM_type,number_final_static_methods,number_final_not_static_methods,number_not_abstract_not_final_methods,number_final_methods,num_static_attributes,is_god_class
0.015060240963855422,0.012987012987012988,0.0,0.0025510204081632647,0.013215859030837006,0.07407407407407407,0.09842519685039368,0.005336179295624333,0.0025380710659898475,0.0,0.0,0.005330490405117271,0.0,0.007653061224489796,0.0,0.04684684684684685,1.0,0.0,0.0,0.00506658946149392,0.0047784535186794095,0.002531645569620253,0.0,0.0,0.0025380710659898475,0.0,0.0,0
0.0,0.012987012987012988,0.01282051282051282,0.005102040816326529,0.004405286343612335,0.014814814814814815,0.01968503937007874,0.0021344717182497333,0.005076142131979695,0.0,0.0,0.0021321961620469087,0.0,0.006377551020408162,0.0,0.04594594594594595,1.0,1.0,0.0,0.002171395483497394,0.001882421083116131,0.005063291139240506,0.0,0.0,0.005076142131979695,0.0,0.0,0
0.006024096385542169,0.06493506493506494,0.0,0.015306122448979591,0.05726872246696036,0.07407407407407407,0.09842519685039368,0.032017075773746004,0.015228426395939085,0.0,0.0,0.031982942430703626,0.0,0.008928571428571428,0.0,0.04684684684684685,0.2,0.9,0.0,0.01013317892298784,0.009846510280915145,0.015189873417721518,0.0,0.0,0.015228426395939085,0.0,0.021739130434782608,0
0.015060240963855422,0.012987012987012988,0.05128205128205128,0.012755102040816323,0.026431718061674013,0.06222222222222223,0.08267716535433071,0.0224119530416222,0.012690355329949237,0.0,0.0,0.022388059701492536,0.0,0.006377551020408162,0.0,0.05135135135135136,1.0,1.0,0.0,0.012015055008685582,0.011728931364031277,0.012658227848101266,0.0,0.0,0.012690355329949237,0.0,0.0,0
0.0,0.025974025974025976,0.02564102564102564,0.007653061224489796,0.00881057268722467,0.014814814814814815,0.01968503937007874,0.0032017075773746,0.0076142131979695426,0.0,0.0,0.0031982942430703624,0.0,0.006377551020408162,0.0,0.04684684684684685,1.0,1.0,0.0,0.0028951939779965252,0.0026064291920069502,0.007594936708860759,0.0,0.0,0.0076142131979695426,0.0,0.0,0
0.012048192771084338,0.03896103896103896,0.0,0.012755102040816323,0.026431718061674013,0.023703703703703703,0.031496062992125984,0.008537886872998933,0.012690355329949237,0.0,0.0,0.008528784648187633,0.0,0.006377551020408162,0.04878048780487805,0.03963963963963964,0.1,0.75,0.0,0.007093225246091487,0.006805676223573703,0.012658227848101266,0.0,0.0,0.012690355329949237,0.0,0.007246376811594203,0
0.0,0.025974025974025976,0.0,0.017857142857142856,0.013215859030837006,0.02328042962962964,0.030933641732283468,0.011739594450373531,0.017766497461928932,0.0,0.007772020725388602,0.011727078891257995,0.007751937984496123,0.006377551020408162,0.0,0.040540540540540536,0.0,0.0,0.0,0.007382744643891141,0.007095279467130031,0.017721518987341773,0.0,0.0,0.017766497461928932,0.0,0.0,0
0.015060240963855422,0.025974025974025976,0.0,0.017857142857142856,0.03083700440528635,0.02328042962962964,0.030933641732283468,0.011739594450373531,0.017766497461928932,0.0,0.0025906735751295338,0.011727078891257995,0.002583979328165375,0.003826530612244898,0.036585365853658534,0.012612612612612612,0.714286,0.708333,0.0,0.010422698320787491,0.010136113524471474,0.017721518987341773,0.0,0.0,0.02030456852791878,0.0,0.0,0
0.015060240963855422,0.03896103896103896,0.0,0.02551020408163265,0.052863436123348026,0.03407407407407408,0.0452755905511811,0.02454642475987193,0.02538071065989848,0.0,0.0,0.024520255863539446,0.0,0.006377551020408162,0.04878048780487805,0.04324324324324325,0.13333299999999998,0.8888889999999999,0.0,0.014186450492182975,0.013900955690703735,0.02531645569620253,0.0,0.0,0.02538071065989848,0.0,0.0,1
0.0,0.0,0.0,0.02551020408163265,0.0,0.02558922962962963,0.034001437007874016,0.020277481323372468,0.02791878172588832,0.0,0.007772020725388602,0.020255863539445633,0.007751937984496123,0.0,0.0,0.00990990990990991,0.622222,0.7,0.0,0.01013317892298784,0.009846510280915145,0.027848101265822784,0.0,0.0,0.02791878172588832,0.0,0.0,0
0.0030120481927710845,0.03896103896103896,0.0,0.017857142857142856,0.03083700440528635,0.02751322962962963,0.03655793307086614,0.013874066168623269,0.017766497461928932,0.0,0.0,0.013859275053304905,0.0,0.006377551020408162,0.024390243902439025,0.041441441441441434,0.952381,0.5,0.0,0.009409380428488708,0.009122502172024326,0.017721518987341773,0.0,0.0,0.017766497461928932,0.0,0.014492753623188406,0
0.0,0.2337662337662338,0.0,0.02551020408163265,0.07929515418502202,0.04740740740740741,0.05905511811023623,0.03415154749199573,0.02538071065989848,0.3695652173913043,0.010362694300518135,0.03518123667377398,0.0103359173126615,0.0012755102040816323,0.012195121951219513,0.026126126126126126,0.345455,0.8,0.0,0.03459756803705848,0.03504199247031567,0.027848101265822784,0.0,0.0,0.03045685279187817,0.0,0.0,0
0.021084337349397592,0.06493506493506494,0.01282051282051282,0.06632653061224489,0.05726872246696036,0.030769229629629632,0.04009915354330708,0.0576307363927428,0.06598984771573603,0.021739130434782608,0.007772020725388602,0.05863539445628998,0.007751937984496123,0.005102040816326529,0.036585365853658534,0.036036036036036036,0.390769,0.961538,0.0,0.040243196294151705,0.040689255719664065,0.06835443037974684,0.0,0.0,0.07106598984771573,0.0,0.028985507246376805,1
0.0,0.0,0.0,0.005102040816326529,0.0,0.022222222222222227,0.029527559055118113,0.0032017075773746,0.005076142131979695,0.0,0.0,0.0031982942430703624,0.0,0.0,0.0,0.0018018018018018016,1.0,0.5,0.0,0.0027504342790966997,0.002461627570228786,0.005063291139240506,0.0,0.0,0.0076142131979695426,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.01968503937007874,0.0,0.0,0.0,0.0,0.001066098081023454,0.0,0.0025510204081632647,0.0,0.025225225225225224,1.0,0.0,1.0,0.0,0.0004344048653344917,0.002531645569620253,0.0,0.0,0.005076142131979695,0.0,0.0,0
0.0,0.0,0.0,0.0025510204081632647,0.0,0.014814814814814815,0.01968503937007874,0.0010672358591248669,0.0025380710659898475,0.0,0.0,0.001066098081023454,0.0,0.0012755102040816323,0.0,0.025225225225225224,1.0,0.0,1.0,0.0007237984944991313,0.0004344048653344917,0.002531645569620253,0.0,0.0,0.005076142131979695,0.0,0.0,0
0.0,0.012987012987012988,0.0,0.0,0.01762114537444934,0.014814814814814815,0.01968503937007874,0.0042689434364994675,0.01015228426395939,0.0,0.0,0.004264392324093817,0.0,0.0012755102040816323,0.0,0.008108108108108109,1.0,0.0,0.0,0.002605674580196873,0.0023168259484506225,0.010126582278481013,0.0,0.0,0.01015228426395939,0.0,0.0,0
0.0,0.0,0.0,0.0025510204081632647,0.0,0.03209877037037037,0.04265092519685039,0.013874066168623269,0.015228426395939085,0.0,0.0,0.013859275053304905,0.0,0.0,0.0,0.005405405405405407,1.0,0.6,0.0,0.007237984944991314,0.0069504778453518675,0.015189873417721518,0.0,0.0,0.015228426395939085,0.0,0.0,0
0.31927710843373497,0.3246753246753247,0.3205128205128205,0.06887755102040816,0.2246696035242291,0.16756066666666666,0.2226445866141732,0.35005336179295626,0.07360406091370557,0.043478260869565216,0.015544041450777204,0.3496801705756929,0.015503875968992246,0.03443877551020408,0.0,0.07837837837837837,1.0,0.723214,0.0,0.19846554719166185,0.1982334202143064,0.07341772151898733,0.0,0.0,0.07360406091370557,0.0,0.0,1
0.2891566265060241,0.012987012987012988,0.10256410256410256,0.022959183673469385,0.004405286343612335,0.06962962962962964,0.09251968503937008,0.050160085378868735,0.02538071065989848,0.0,0.0,0.050106609808102345,0.0,0.03571428571428571,0.0,0.010810810810810813,1.0,0.4814810000000001,0.0,0.03517660683265779,0.0348971908485375,0.02531645569620253,0.0,0.0,0.02538071065989848,0.0,0.0,0
0.0,0.012987012987012988,0.0,0.0,0.004405286343612335,0.014814814814814815,0.01968503937007874,0.0021344717182497333,0.005076142131979695,0.0,0.0,0.0021321961620469087,0.0,0.0012755102040816323,0.0,0.0027027027027027033,1.0,1.0,1.0,0.002026635784597568,0.0017376194613379669,0.005063291139240506,0.0,0.0,0.005076142131979695,0.0,0.0,0
0.0,0.012987012987012988,0.0,0.0,0.004405286343612335,0.014814814814814815,0.01968503937007874,0.0021344717182497333,0.005076142131979695,0.043478260869565216,0.0,0.0021321961620469087,0.0,0.0025510204081632647,0.0,0.0027027027027027033,1.0,1.0,0.0,0.011001737116386795,0.01071532001158413,0.005063291139240506,0.0,0.0,0.005076142131979695,0.0,0.0,0
0.0,0.0,0.0,0.005102040816326529,0.0,0.014814814814814815,0.01968503937007874,0.0021344717182497333,0.005076142131979695,0.0,0.0,0.0021321961620469087,0.0,0.005102040816326529,0.0,0.01891891891891892,0.0,0.0,0.0,0.002171395483497394,0.001882421083116131,0.005063291139240506,0.0,0.0,0.0076142131979695426,0.0,0.0,0
0.0,0.025974025974025976,0.0,0.007653061224489796,0.00881057268722467,0.019753081481481485,0.0262467125984252,0.0042689434364994675,0.0076142131979695426,0.0,0.0,0.004264392324093817,0.0,0.006377551020408162,0.0,0.013513513513513514,0.0,0.0,0.0,0.004198031268094962,0.003909643788010425,0.007594936708860759,0.0,0.0,0.0076142131979695426,0.0,0.0,0
0.045180722891566265,0.03896103896103896,0.0,0.0025510204081632647,0.013215859030837006,0.014814814814814815,0.01968503937007874,0.0010672358591248669,0.0025380710659898475,0.0,0.0,0.042643923240938165,0.0,0.011479591836734693,0.0,0.05225225225225225,0.08717899999999999,0.971795,0.0,0.04777070063694267,0.04749493194323776,0.10126582278481013,0.0,0.0,0.10406091370558376,0.0,0.007246376811594203,0
0.015060240963855422,0.05194805194805195,0.0,0.017857142857142856,0.013215859030837006,0.014814814814814815,0.01968503937007874,0.007470651013874067,0.017766497461928932,0.0,0.0,0.026652452025586356,0.0,0.008928571428571428,0.0,0.036036036036036036,0.243333,0.898148,0.0,0.005356108859293572,0.02852591949029829,0.06329113924050632,0.0,0.0,0.06598984771573603,0.0,0.0,0
0.0030120481927710845,0.025974025974025976,0.01282051282051282,0.005102040816326529,0.013215859030837006,0.049382711111111116,0.06561679133858267,0.010672358591248666,0.0076142131979695426,0.0,0.0025906735751295338,0.010660980810234541,0.002583979328165375,0.0025510204081632647,0.0,0.005405405405405407,1.0,0.0,0.0,0.012738853503184712,0.012452939472922095,0.007594936708860759,0.0,0.0,0.0076142131979695426,0.0,0.0,0
0.0,0.012987012987012988,0.0,0.0586734693877551,0.004405286343612335,0.025925925925925932,0.03608923228346457,0.0448239060832444,0.06091370558375634,0.0,0.0,0.05863539445628998,0.0,0.0012755102040816323,0.0,0.027927927927927927,0.26108400000000004,0.937304,0.0,0.05645628257093225,0.07471763683753258,0.0759493670886076,0.0,0.0,0.07614213197969542,0.0,0.036231884057971016,0
0.05722891566265061,0.14285714285714288,0.08974358974358974,0.09693877551020408,0.13215859030837004,0.08304093333333333,0.09507454724409448,0.2273212379935966,0.0964467005076142,0.06521739130434782,0.0,0.2420042643923241,0.00516795865633075,0.012755102040816323,0.1097560975609756,0.06936936936936937,0.49359,0.949275,0.0,0.1829762594093804,0.19403417318273966,0.1189873417721519,0.2222222222222222,0.07692307692307693,0.10406091370558376,0.0958904109589041,0.13768115942028986,1
0.0,0.12987012987012989,0.038461538461538464,0.10459183673469387,0.11453744493392072,0.09250225185185183,0.11653543307086615,0.2732123799359659,0.10406091370558376,0.13043478260869565,0.012953367875647671,0.31556503198294245,0.018087855297157625,0.006377551020408162,0.25609756097560976,0.07207207207207207,0.272895,0.980867,0.0,0.4929067747539085,0.5209962351578338,0.12658227848101267,0.2222222222222222,0.04615384615384616,0.11675126903553297,0.0684931506849315,0.34057971014492755,1
0.18373493975903613,0.1168831168831169,0.0641025641025641,0.04591836734693877,0.15859030837004404,0.23539094814814815,0.31277340551181104,0.3052294557097119,0.045685279187817264,0.0,0.0,0.30490405117270786,0.0,0.011479591836734693,0.14634146341463414,0.05495495495495496,0.269231,0.882353,0.0,0.15880138969310942,0.15855777584708947,0.045569620253164564,0.0,0.0,0.04822335025380711,0.0,0.0,1
0.0,0.0,0.0,0.005102040816326529,0.0,0.014814814814814815,0.01968503937007874,0.0042689434364994675,0.01015228426395939,0.0,0.0,0.011727078891257995,0.0,0.0,0.0,0.00990990990990991,0.361111,0.8,1.0,0.009264620729588882,0.01592817839559803,0.027848101265822784,0.0,0.0,0.02791878172588832,0.0,0.0,0
0.0,0.12987012987012989,0.02564102564102564,0.010204081632653059,0.048458149779735685,0.02962962962962963,0.03937007874015748,0.008537886872998933,0.01015228426395939,0.21739130434782608,0.010362694300518135,0.008528784648187633,0.0103359173126615,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.02837290098436595,0.0280915146249638,0.010126582278481013,0.0,0.0,0.01015228426395939,0.0,0.0,0
0.0,0.012987012987012988,0.0,0.0025510204081632647,0.00881057268722467,0.014814814814814815,0.01968503937007874,0.0021344717182497333,0.005076142131979695,0.0,0.0,0.0021321961620469087,0.0,0.0025510204081632647,0.0,0.003603603603603604,1.0,0.5,1.0,0.003763752171395483,0.0034752389226759338,0.005063291139240506,0.0,0.0,0.005076142131979695,0.0,0.0,0
0.0,0.0,0.0,0.017857142857142856,0.0,0.014814814814814815,0.01968503937007874,0.007470651013874067,0.017766497461928932,0.0,0.0,0.011727078891257995,0.0,0.0,0.0,0.00990990990990991,0.418182,0.8,0.0,0.00969889982628836,0.015204170286707213,0.027848101265822784,0.0,0.0,0.03045685279187817,0.0,0.0,0
0.0,0.05194805194805195,0.0,0.010204081632653059,0.01762114537444934,0.037037037037037035,0.04921259842519685,0.010672358591248666,0.01015228426395939,0.021739130434782608,0.0,0.010660980810234541,0.0,0.012755102040816323,0.024390243902439025,0.03063063063063063,0.5,0.6,0.0,0.024030110017371164,0.02374746597161888,0.010126582278481013,0.0,0.0,0.01015228426395939,0.0,0.007246376811594203,0
0.006024096385542169,0.012987012987012988,0.0,0.0025510204081632647,0.004405286343612335,0.08888888888888889,0.11811023622047245,0.0064034151547492,0.0025380710659898475,0.0,0.0,0.006396588486140725,0.0,0.003826530612244898,0.0,0.0018018018018018016,1.0,0.0,0.0,0.004921829762594094,0.004633651896901245,0.002531645569620253,0.0,0.0,0.005076142131979695,0.0,0.0,0
0.009036144578313254,0.06493506493506494,0.1282051282051282,0.12755102040816327,0.048458149779735685,0.0639231851851852,0.07624047244094488,0.24866595517609394,0.13705583756345174,0.15217391304347827,0.0025906735751295338,0.2601279317697228,0.002583979328165375,0.003826530612244898,0.23170731707317074,0.06936936936936937,0.383503,0.953717,0.0,0.27649102489866817,0.2900376484216623,0.15949367088607594,0.0,0.061538461538461535,0.13959390862944165,0.0547945205479452,0.043478260869565216,1
0.0,0.0,0.0,0.020408163265306117,0.0,0.014814814814814815,0.01968503937007874,0.0096051227321238,0.022842639593908632,0.0,0.0,0.017057569296375266,0.0,0.005102040816326529,0.0,0.014414414414414416,0.2,0.866667,0.0,0.01519976838448176,0.02505068056762236,0.04050632911392405,0.0,0.0,0.04060913705583756,0.0,0.0,0
0.0,0.0,0.01282051282051282,0.0,0.0,0.014814814814814815,0.01968503937007874,0.0010672358591248669,0.0025380710659898475,0.0,0.0,0.001066098081023454,0.0,0.0,0.0,0.0009009009009009008,1.0,0.0,0.0,0.005500868558193399,0.0052128583840139004,0.002531645569620253,0.0,0.0,0.0025380710659898475,0.0,0.043478260869565216,0
0.0,0.012987012987012988,0.0,0.02551020408163265,0.004405286343612335,0.02289562962962963,0.030422342519685036,0.01814300960512273,0.02791878172588832,0.021739130434782608,0.0,0.01812366737739872,0.0,0.0,0.0,0.010810810810810813,0.622222,0.3,0.0,0.02113491603937464,0.0208514335360556,0.027848101265822784,0.0,0.13846153846153847,0.005076142131979695,0.1232876712328767,0.0,0
0.0,0.0,0.01282051282051282,0.0025510204081632647,0.0,0.10370370370370373,0.1377952755905512,0.007470651013874067,0.0025380710659898475,0.0,0.0,0.00746268656716418,0.0,0.0,0.0,0.0009009009009009008,1.0,0.0,0.0,0.006079907353792703,0.005792064871126556,0.002531645569620253,0.0,0.0,0.005076142131979695,0.0,0.0,0
0.0,0.025974025974025976,0.0,0.007653061224489796,0.01762114537444934,0.04074074074074074,0.054133858267716536,0.011739594450373531,0.01015228426395939,0.0,0.0,0.011727078891257995,0.0,0.006377551020408162,0.0,0.0072072072072072065,0.0,1.0,0.0,0.007382744643891141,0.007095279467130031,0.010126582278481013,0.0,0.015384615384615384,0.0025380710659898475,0.0136986301369863,0.0,0
0.0,0.012987012987012988,0.0,0.007653061224489796,0.0,0.054320992592592585,0.0344488188976378,0.011739594450373531,0.0076142131979695426,0.0,0.0,0.022388059701492536,0.0,0.0012755102040816323,0.0,0.011711711711711712,0.30303,0.857143,0.0,0.011436016213086276,0.023457862728062558,0.030379746835443037,0.0,0.0,0.032994923857868015,0.0,0.014492753623188406,0
0.0,0.0,0.0,0.012755102040816323,0.0,0.014814814814814815,0.01968503937007874,0.007470651013874067,0.017766497461928932,0.0,0.0,0.015991471215351813,0.0,0.0,0.012195121951219513,0.013513513513513514,0.461538,0.732143,0.0,0.007093225246091487,0.013756154068925571,0.0379746835443038,0.0,0.0,0.03807106598984771,0.0,0.0,0
0.03313253012048193,0.15584415584415584,0.01282051282051282,0.012755102040816323,0.0881057268722467,0.11851851851851852,0.14341956692913385,0.0512273212379936,0.015228426395939085,0.0,0.0,0.054371002132196165,0.002583979328165375,0.016581632653061222,0.024390243902439025,0.03423423423423423,0.2,0.866667,0.0,0.04429646786334685,0.04619171734723429,0.017721518987341773,0.1111111111111111,0.030769230769230767,0.01015228426395939,0.0410958904109589,0.0,1
0.0030120481927710845,0.05194805194805195,0.038461538461538464,0.020408163265306117,0.00881057268722467,0.03292180740740741,0.04374452755905511,0.02134471718249733,0.022842639593908632,0.043478260869565216,0.0051813471502590676,0.021321961620469083,0.00516795865633075,0.003826530612244898,0.0,0.011711711711711712,1.0,0.825,0.0,0.02895193977996525,0.02867072111207645,0.022784810126582282,0.0,0.0,0.022842639593908632,0.0,0.014492753623188406,0
0.0030120481927710845,0.0,0.0,0.0025510204081632647,0.0,0.02962962962962963,0.03937007874015748,0.0021344717182497333,0.0025380710659898475,0.0,0.0,0.0021321961620469087,0.0,0.0012755102040816323,0.0,0.0009009009009009008,1.0,0.0,0.0,0.0014475969889982626,0.0011584129742253113,0.002531645569620253,0.0,0.0,0.005076142131979695,0.0,0.0,0
0.0,0.0,0.0,0.0025510204081632647,0.0,0.014814814814814815,0.01968503937007874,0.0010672358591248669,0.0025380710659898475,0.0,0.0,0.004264392324093817,0.0,0.0,0.0,0.003603603603603604,0.333333,0.666667,0.0,0.001013317892298784,0.00333043730089777,0.010126582278481013,0.0,0.0,0.012690355329949237,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.01968503937007874,0.0,0.0,0.0,0.0,0.008528784648187633,0.0,0.0,0.0,0.0072072072072072065,0.14285699999999998,0.857143,0.0,0.006803705848291835,0.006516072980017376,0.020253164556962026,0.0,0.0,0.022842639593908632,0.0,0.0,0
0.0,0.0,0.0,0.005102040816326529,0.0,0.014814814814814815,0.01968503937007874,0.0021344717182497333,0.005076142131979695,0.0,0.0,0.008528784648187633,0.0,0.0,0.0,0.0072072072072072065,0.14285699999999998,0.857143,0.0,0.001592356687898089,0.006516072980017376,0.020253164556962026,0.0,0.0,0.022842639593908632,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.01968503937007874,0.0,0.0,0.0,0.0,0.017057569296375266,0.0,0.003826530612244898,0.0,0.014414414414414416,0.06666699999999999,0.933333,0.0,0.013173132599884192,0.012887344338256588,0.04050632911392405,0.0,0.0,0.043147208121827416,0.0,0.0,0
0.0,0.025974025974025976,0.0,0.010204081632653059,0.00881057268722467,0.014814814814814815,0.01968503937007874,0.005336179295624333,0.012690355329949237,0.0,0.0,0.005330490405117271,0.0,0.011479591836734693,0.036585365853658534,0.016216216216216217,0.0,0.0,0.0,0.004198031268094962,0.003909643788010425,0.012658227848101266,0.0,0.0,0.012690355329949237,0.0,0.0,0
0.006024096385542169,0.025974025974025976,0.0,0.012755102040816323,0.01762114537444934,0.014814814814814815,0.01968503937007874,0.0064034151547492,0.015228426395939085,0.0,0.0,0.00746268656716418,0.0,0.011479591836734693,0.036585365853658534,0.017117117117117116,1.0,0.166667,0.0,0.005500868558193399,0.006660874601795539,0.017721518987341773,0.0,0.0,0.017766497461928932,0.0,0.0,0
0.009036144578313254,0.025974025974025976,0.0,0.012755102040816323,0.00881057268722467,0.019753081481481485,0.0262467125984252,0.008537886872998933,0.015228426395939085,0.0,0.0,0.008528784648187633,0.0,0.011479591836734693,0.036585365853658534,0.016216216216216217,0.0,0.0,0.0,0.005645628257093225,0.005357660005792064,0.015189873417721518,0.0,0.0,0.015228426395939085,0.0,0.0,0
0.0,0.0,0.0641025641025641,0.15816326530612246,0.0,0.1762065037037037,0.2341326574803149,0.8377801494130204,0.16751269035532992,0.0,0.0,0.8368869936034115,0.012919896640826873,0.0012755102040816323,0.04878048780487805,0.05945945945945946,0.007519,0.996923,0.0,0.277504342790967,0.2772951057051839,0.1670886075949367,0.5555555555555556,0.8615384615384616,0.012690355329949237,0.8356164383561644,0.036231884057971016,1
0.0391566265060241,0.07792207792207792,0.038461538461538464,0.015306122448979591,0.03524229074889868,0.1015873037037037,0.13498312992125985,0.0512273212379936,0.017766497461928932,0.043478260869565216,0.0,0.0511727078891258,0.0,0.007653061224489796,0.0,0.020720720720720717,0.0,1.0,0.0,0.04357266936884771,0.04329568491167101,0.017721518987341773,0.0,0.0,0.017766497461928932,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.014814814814814815,0.01968503937007874,0.0021344717182497333,0.005076142131979695,0.0,0.0,0.0021321961620469087,0.0,0.0,0.0,0.0018018018018018016,1.0,0.0,0.0,0.0011580775911986102,0.0008688097306689834,0.005063291139240506,0.0,0.0,0.005076142131979695,0.0,0.0,0
0.0,0.0,0.0,0.005102040816326529,0.0,0.02962962962962963,0.03937007874015748,0.0042689434364994675,0.005076142131979695,0.0,0.0,0.004264392324093817,0.0,0.0,0.0,0.0018018018018018016,0.0,0.0,1.0,0.0017371163867979152,0.001448016217781639,0.005063291139240506,0.0,0.0,0.0076142131979695426,0.0,0.0,0
0.07530120481927711,0.1948051948051948,0.23076923076923075,0.05357142857142857,0.09251101321585904,0.07676767407407407,0.10200429133858267,0.1216648879402348,0.05583756345177664,0.06521739130434782,0.0,0.12153518123667376,0.0,0.019132653061224487,0.0,0.062162162162162166,0.333333,0.964286,0.0,0.08729009843659524,0.0870257746886765,0.05569620253164557,0.0,0.0,0.05583756345177664,0.0,0.014492753623188406,1
0.015060240963855422,0.025974025974025976,0.01282051282051282,0.010204081632653059,0.004405286343612335,0.014814814814814815,0.0344488188976378,0.007470651013874067,0.017766497461928932,0.0,0.0,0.022388059701492536,0.0,0.006377551020408162,0.0,0.03513513513513514,1.0,0.636364,0.0,0.0065141864504921826,0.013611352447147408,0.030379746835443037,0.0,0.0,0.03045685279187817,0.0,0.0,0
0.08734939759036145,0.3636363636363637,0.3461538461538461,0.07653061224489795,0.20264317180616745,0.032497007407407415,0.04175614173228346,0.07257203842049094,0.07868020304568528,0.19565217391304346,0.0,0.07462686567164177,0.0,0.02933673469387755,0.024390243902439025,0.0936936936936937,0.3,0.94184,0.0,0.14693109438332366,0.15073848827106862,0.08354430379746837,0.0,0.0,0.08375634517766496,0.0,0.0,1
