NMCS_method,CYCLO_method,MAXNESTING_method,LOC_method,MaMCL_method,MeMCL_method,NOAV_method,NOLV_method,CDISP_method,AMWNAMM_type,LOCNAMM_type,AMW_type,CFNAMM_type,LOC_type,CFNAMM_method,LAA_method,CINT_method,ATFD_method,LCOM5_type,TCC_type,FANOUT_method,FDP_method,RFC_type,WMC_type,WMCNAMM_type,is_switch_statements
0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.023809523809523808,0.0,0.04301075268817205,0.0009729992702505473,0.0,0.0,0.002975083674228338,0.0,0.5,0.0,0.011904761904761904,0.0,0.0,0.0,0.07692307692307693,0.0043859649122807015,0.00388098318240621,0.0012919896640826874,0
0.0,0.0,0.1,0.0038314176245210726,0.0,0.0,0.03773584905660377,0.023809523809523808,0.0,0.05734767023655914,0.018730235952323038,0.014981273393258422,0.0011762885002321625,0.01375976199330606,0.0,1.0,0.0,0.011904761904761904,0.46875,0.166666667,0.0,0.07692307692307693,0.04239766081871345,0.014230271668822769,0.015503875968992246,0
0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.04301075268817205,0.001459498905375821,0.0,0.0,0.0005578281889178133,0.0,0.5,0.0,0.011904761904761904,0.0,0.0,0.0,0.07692307692307693,0.0014619883040935672,0.00129366106080207,0.002583979328165375,0
0.0,0.0,0.1,0.0038314176245210726,0.0,0.0,0.018867924528301886,0.0,0.0,0.07741935483870968,0.018000486499635125,0.029962546831460667,0.0006190992106485066,0.015433246560059503,0.016666666666666666,1.0,0.0,0.011904761904761904,0.409090909,0.527272727,0.0,0.07692307692307693,0.030701754385964914,0.024579560155239332,0.02325581395348837,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04301075268817205,0.020189734857698857,0.0,0.0,0.014875418371141688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014619883040935672,0.0129366106080207,0.01421188630490956,0
0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.04301075268817205,0.001459498905375821,0.0,0.0,0.0005578281889178133,0.0,0.5,0.0,0.011904761904761904,0.0,0.0,0.0,0.07692307692307693,0.0029239766081871343,0.002587322121604141,0.0038759689922480615,0
0.0,0.0,0.1,0.005747126436781609,0.0,0.0,0.02830188679245283,0.023809523809523808,0.0,0.04301075268817205,0.004135246898564825,0.0,4.643244079863798e-05,0.004462625511342506,0.0,1.0,0.0,0.011904761904761904,0.5,0.0,0.0,0.07692307692307693,0.007309941520467836,0.00517464424320828,0.0038759689922480615,0
0.0,0.0,0.2,0.032567049808429116,0.0,0.0,0.02830188679245283,0.0,1.0,0.07987711212903226,0.0277304792021406,0.03852327447191009,0.0008357839343754838,0.049832651543324655,0.06666666666666668,1.0,0.0625,0.011904761904761904,0.467032967,0.0,0.125,0.07692307692307693,0.02192982456140351,0.03234152652005175,0.016795865633074936,0
0.0,0.021739130434782608,0.30000000000000004,0.032567049808429116,0.0,0.0,0.0660377358490566,0.047619047619047616,0.5,0.07741935483870968,0.05521770858671856,0.029962546831460667,0.0027704689676520664,0.043882484194867975,0.13333333333333333,1.0,0.125,0.011904761904761904,0.465909091,0.4166666670000001,0.125,0.07692307692307693,0.05263157894736842,0.024579560155239332,0.02325581395348837,0
0.0,0.007246376811594203,0.5,0.0421455938697318,0.0,0.0,0.03773584905660377,0.07142857142857142,1.0,0.1720430107526882,0.012405740695694478,0.1348314606741573,0.00023216220399318988,0.008925251022685012,0.03333333333333333,1.0,0.03125,0.011904761904761904,0.0,1.0,0.0625,0.07692307692307693,0.016081871345029242,0.00905562742561449,0.0103359173126615,0
0.0,0.021739130434782608,0.4,0.024904214559386968,0.0,0.0,0.0660377358490566,0.047619047619047616,0.75,0.07038123165591398,0.018730235952323038,0.028892455865168545,0.0010834236186348864,0.017106731126812942,0.13333333333333333,1.0,0.125,0.011904761904761904,0.423076923,0.0,0.1875,0.07692307692307693,0.05847953216374269,0.028460543337645538,0.02325581395348837,0
0.5,0.021739130434782608,0.4,0.07662835249042145,1.0,1.0,0.21698113207547168,0.19047619047619047,0.5,0.08602150537634409,0.04354171734371199,0.04213483146067415,0.004952793685188053,0.03607288955001859,0.16666666666666666,0.75,0.375,0.047619047619047616,0.427777778,0.305555556,0.375,0.2307692307692308,0.05847953216374269,0.038809831824062085,0.03617571059431525,1
0.0,0.043478260869565216,0.4,0.08812260536398467,0.0,0.0,0.2452830188679245,0.19047619047619047,0.571428571,0.2089093701935484,0.07638044271466797,0.2247191011235955,0.006941649899396379,0.09799181851989587,0.13333333333333333,0.8333333334999999,0.21875,0.03571428571428571,0.4714076245,0.169590643,0.25,0.2307692307692308,0.1564327485380117,0.1772315653298836,0.08785529715762275,0
0.0,0.028985507246376805,0.4,0.04597701149425287,0.0,0.0,0.07547169811320754,0.14285714285714285,1.0,0.08753953195698927,0.2629530527852104,0.041765974337078654,0.10324253211577156,0.21997024916325766,0.03333333333333333,1.0,0.03125,0.011904761904761904,0.488265306,0.013955617,0.0625,0.07692307692307693,0.31432748538011696,0.2457956015523933,0.2235142118863049,0
0.0,0.050724637681159424,0.5,0.05938697318007662,0.0,0.0,0.08490566037735849,0.09523809523809523,0.5,0.06758832563440861,0.0277304792021406,0.042578356,0.0014239281844915651,0.03811825957605057,0.13333333333333333,1.0,0.125,0.023809523809523808,0.488425926,0.1,0.125,0.15384615384615385,0.03508771929824561,0.04657179818887452,0.02842377260981912,0
0.0,0.028985507246376805,0.4,0.08045977011494253,0.0,0.0,0.1320754716981132,0.2380952380952381,1.0,0.11579818030107528,0.258574556069083,0.06273408238202248,0.01541557034514781,0.20695425808850876,0.06666666666666668,0.6666666665000001,0.0625,0.03571428571428571,0.4974389285,0.054054054,0.125,0.15384615384615385,0.15058479532163746,0.147477360931436,0.1356589147286822,0
0.0,0.07971014492753623,0.4,0.10727969348659004,0.0,0.0,0.14150943396226415,0.19047619047619047,0.625,0.11579818030107528,0.258574556069083,0.06273408238202248,0.01541557034514781,0.20695425808850876,0.2333333333333333,0.5833333334999999,0.25,0.08333333333333333,0.4974389285,0.054054054,0.3125,0.3076923076923077,0.15058479532163746,0.147477360931436,0.1356589147286822,0
0.0,0.028985507246376805,0.4,0.044061302681992334,0.0,0.0,0.08490566037735849,0.16666666666666666,0.5,0.11267605634408605,0.3227925079056191,0.07279632853932584,0.009224578238662745,0.2461881740423949,0.06666666666666668,0.5,0.0625,0.023809523809523808,0.5,0.000426257,0.0625,0.15384615384615385,0.1388888888888889,0.2393272962483829,0.24031007751937986,0
0.0,0.021739130434782608,0.4,0.024904214559386968,0.0,0.0,0.08490566037735849,0.09523809523809523,0.0,0.1720430107526882,0.14959863780102164,0.1348314606741573,0.0022597121188670487,0.11379695053923393,0.0,0.5,0.0,0.011904761904761904,0.5,0.003952569,0.0,0.07692307692307693,0.04239766081871345,0.12807244501940493,0.12919896640826875,0
0.0,0.05797101449275361,0.4,0.09961685823754787,0.0,0.0,0.16981132075471694,0.3571428571428571,0.5,0.11469534051612905,0.03843347117489662,0.07490636705617977,0.0026776040860547906,0.02882112309408702,0.3333333333333333,1.0,0.3125,0.011904761904761904,0.34375,0.666666667,0.3125,0.07692307692307693,0.05116959064327485,0.02975420439844761,0.031007751937984492,0
0.0,0.028985507246376805,0.5,0.05172413793103448,0.0,0.0,0.09433962264150944,0.14285714285714285,0.5,0.08602150537634409,0.031865726100705434,0.0449438202247191,0.0024763968425940263,0.0238006693938267,0.26666666666666666,0.75,0.25,0.03571428571428571,0.35714285700000004,0.14285714300000002,0.25,0.2307692307692308,0.04239766081871345,0.01940491591203105,0.020671834625323002,0
0.0,0.06521739130434782,0.4,0.09195402298850576,0.0,0.0,0.18867924528301885,0.26190476190476186,0.454545455,0.11290322580645162,0.032108975918268064,0.07303370786516854,0.002987153691379044,0.02398661212346597,0.3333333333333333,0.5714285715,0.34375,0.08333333333333333,0.392857143,0.476190476,0.3125,0.2307692307692308,0.06432748538011697,0.0258732212160414,0.027131782945736437,1
0.0,0.050724637681159424,0.5,0.08237547892720305,0.0,0.0,0.1792452830188679,0.2380952380952381,0.75,0.1669829221935484,0.15738263196302602,0.12234706615730336,0.008512614146416964,0.12216437337300112,0.2,0.9,0.25,0.03571428571428571,0.444852941,0.7142857140000001,0.375,0.2307692307692308,0.09649122807017543,0.08538163001293661,0.08527131782945736,0
0.0,0.036231884057971016,0.4,0.07471264367816091,0.0,0.0,0.1320754716981132,0.14285714285714285,0.545454545,0.08602150537634409,0.028460228654828505,0.04085801838202248,0.00191920755301037,0.02435849758274452,0.2,0.7142857145,0.34375,0.05952380952380953,0.45,0.28571428600000004,0.375,0.3076923076923077,0.05409356725146199,0.0258732212160414,0.02325581395348837,0
0.0,0.021739130434782608,0.4,0.024904214559386968,0.0,0.0,0.0660377358490566,0.07142857142857142,1.0,0.07741935483870968,0.018000486499635125,0.029962546831460667,0.0006190992106485066,0.015433246560059503,0.03333333333333333,0.75,0.03125,0.023809523809523808,0.409090909,0.527272727,0.0625,0.15384615384615385,0.030701754385964914,0.024579560155239332,0.02325581395348837,0
0.0,0.07246376811594203,0.4,0.047892720306513405,0.0,0.0,0.07547169811320754,0.16666666666666666,0.0,0.12297440559139786,0.24203356847482366,0.08209126346067416,0.07489552700820308,0.2504648568240982,0.0,0.5,0.0,0.011904761904761904,0.490138951,0.071103983,0.0,0.07692307692307693,0.2690058479532164,0.3570504527813713,0.2622739018087855,0
0.5,0.13043478260869565,0.4,0.14559386973180075,1.0,1.0,0.16981132075471694,0.21428571428571427,0.583333333,0.12297440559139786,0.24203356847482366,0.08209126346067416,0.07489552700820308,0.2504648568240982,0.2333333333333333,0.7142857145,0.375,0.05952380952380953,0.490138951,0.071103983,0.4375,0.2307692307692308,0.2690058479532164,0.3570504527813713,0.2622739018087855,1
0.0,0.06521739130434782,0.5,0.09770114942528736,0.0,0.0,0.1981132075471698,0.047619047619047616,0.75,0.4301075268817205,0.0138652396010703,0.4044943820224719,6.190992106485063e-05,0.010040907400520641,0.06666666666666668,0.5,0.125,0.19047619047619047,0.0,1.0,0.1875,0.3076923076923077,0.005847953216374269,0.01164294954721863,0.012919896640826873,1
0.0,0.07246376811594203,0.6000000000000001,0.08812260536398467,0.0,0.0,0.18867924528301885,0.19047619047619047,0.444444444,0.10706932051612904,0.4059839455120409,0.05480953685393258,0.400874477635041,0.36333209371513575,0.2833333333333333,0.5,0.28125,0.047619047619047616,0.4960534305,0.012612613,0.25,0.2307692307692308,0.8333333333333333,0.3518758085381629,0.3023255813953489,0
0.0,0.13768115942028986,0.6000000000000001,0.3065134099616858,0.0,0.0,0.2641509433962264,0.42857142857142855,0.363636364,0.1577060932043011,0.05740695694478229,0.11985018728089886,0.002337099520198112,0.04332465600595017,0.5666666666666667,0.5833333334999999,0.6875,0.08333333333333333,0.4375,0.0,0.5,0.4615384615384616,0.049707602339181284,0.04139715394566624,0.04263565891472868,1
0.0,0.1956521739130435,0.6000000000000001,0.16666666666666666,0.0,0.0,0.3962264150943396,0.2380952380952381,0.5,0.14336917561290324,0.03527122354658234,0.029962546831460667,0.00786255997523603,0.07028635180364448,0.2,0.5,0.1875,0.023809523809523808,0.469918699,0.08502024300000001,0.1875,0.15384615384615385,0.0891812865497076,0.08926261319534283,0.0516795865633075,1
0.0,0.028985507246376805,0.6000000000000001,0.3486590038314176,0.0,0.0,0.29245283018867924,0.30952380952380953,0.692307692,0.11579818030107528,0.258574556069083,0.06273408238202248,0.01541557034514781,0.20695425808850876,0.3333333333333333,0.846153846,0.40625,0.07142857142857142,0.4974389285,0.054054054,0.5625,0.2307692307692308,0.15058479532163746,0.147477360931436,0.1356589147286822,1
0.0,0.07971014492753623,0.6000000000000001,0.13793103448275862,0.0,0.0,0.10377358490566037,0.2380952380952381,0.0,0.11267605634408605,0.3227925079056191,0.07279632853932584,0.009224578238662745,0.2461881740423949,0.0,0.5,0.0,0.011904761904761904,0.5,0.000426257,0.0,0.07692307692307693,0.1388888888888889,0.2393272962483829,0.24031007751937986,0
0.0,0.07971014492753623,0.7000000000000001,0.09195402298850576,0.0,0.0,0.07547169811320754,0.19047619047619047,0.0,0.1720430107526882,0.14959863780102164,0.1348314606741573,0.0022597121188670487,0.11379695053923393,0.0,0.5,0.0,0.011904761904761904,0.5,0.003952569,0.0,0.07692307692307693,0.04239766081871345,0.12807244501940493,0.12919896640826875,1
0.0,0.07246376811594203,0.7000000000000001,0.11877394636015325,0.0,0.0,0.07547169811320754,0.19047619047619047,0.0,0.1720430107526882,0.14959863780102164,0.1348314606741573,0.0022597121188670487,0.11379695053923393,0.0,0.5,0.0,0.011904761904761904,0.5,0.003952569,0.0,0.07692307692307693,0.04239766081871345,0.12807244501940493,0.12919896640826875,1
0.0,0.20289855072463767,0.6000000000000001,0.31034482758620685,0.0,0.0,0.2452830188679245,0.2857142857142857,0.0,0.1254048452043011,0.6414497689126734,0.08089887640449436,0.0004178919671877417,0.5254741539605802,0.0,1.0,0.0,0.011904761904761904,0.485955056,0.042455536,0.0,0.07692307692307693,0.13157894736842107,0.32470892626131953,0.31266149870801035,1
0.0,0.07971014492753623,0.7000000000000001,0.09961685823754787,0.0,0.0,0.1509433962264151,0.2857142857142857,0.571428571,0.1720430107526882,0.02213573339819995,0.1348314606741573,0.0007274415725119951,0.01636296020825586,0.2,1.0,0.21875,0.023809523809523808,0.1666666665,1.0,0.25,0.15384615384615385,0.02631578947368421,0.01940491591203105,0.020671834625323002,1
0.0,0.15217391304347827,0.6000000000000001,0.20306513409961685,0.0,0.0,0.3113207547169811,0.6190476190476191,0.6,0.1669829221935484,0.15738263196302602,0.12234706615730336,0.008512614146416964,0.12216437337300112,0.2,0.8333333334999999,0.3125,0.023809523809523808,0.444852941,0.7142857140000001,0.375,0.15384615384615385,0.09649122807017543,0.08538163001293661,0.08527131782945736,1
0.0,0.07246376811594203,0.6000000000000001,0.13793103448275862,0.0,0.0,0.2358490566037736,0.4761904761904762,0.538461538,0.25806451612903225,0.019703235222573584,0.2247191011235955,0.0004178919671877417,0.014503532911863144,0.3,0.5,0.40625,0.03571428571428571,0.0,0.0,0.4375,0.2307692307692308,0.02046783625730994,0.014230271668822769,0.015503875968992246,0
0.0,0.050724637681159424,0.6000000000000001,0.09961685823754787,0.0,0.0,0.14150943396226415,0.2857142857142857,0.0,0.2064516129032258,0.04135246898564826,0.17078651685393256,0.0004488469277201672,0.03105243584975828,0.0,1.0,0.0,0.011904761904761904,0.40625,0.666666667,0.0,0.07692307692307693,0.013157894736842105,0.02975420439844761,0.031007751937984492,1
0.0,0.10144927536231883,0.6000000000000001,0.09386973180076627,0.0,0.0,0.1320754716981132,0.2380952380952381,0.666666667,0.12297440559139786,0.24203356847482366,0.08209126346067416,0.07489552700820308,0.2504648568240982,0.1,1.0,0.09375,0.011904761904761904,0.490138951,0.071103983,0.125,0.07692307692307693,0.2690058479532164,0.3570504527813713,0.2622739018087855,1
0.0,0.036231884057971016,0.6000000000000001,0.05747126436781608,0.0,0.0,0.14150943396226415,0.2380952380952381,0.5,0.09946236559139786,0.0666504500121625,0.06873760741573033,0.005030181086519115,0.05950167348456675,0.1,0.8333333334999999,0.125,0.03571428571428571,0.4732142855,0.022222222000000003,0.125,0.2307692307692308,0.07602339181286549,0.054333764553686936,0.047803617571059435,0
0.0,0.050724637681159424,0.6000000000000001,0.10536398467432948,0.0,0.0,0.21698113207547168,0.26190476190476186,0.666666667,0.09946236559139786,0.0666504500121625,0.06873760741573033,0.005030181086519115,0.05950167348456675,0.3,0.8888888890000001,0.28125,0.05952380952380953,0.4732142855,0.022222222000000003,0.375,0.3076923076923077,0.07602339181286549,0.054333764553686936,0.047803617571059435,0
0.0,0.0,0.1,0.0038314176245210726,0.0,0.0,0.009433962264150943,0.023809523809523808,0.0,0.4864664443010753,0.3334954998783751,0.463386284494382,0.0336170871382139,0.25436965414652285,0.0,0.5,0.0,0.011904761904761904,0.361607143,0.0,0.0,0.07692307692307693,0.1257309941520468,0.4230271668822769,0.4237726098191215,0
0.0,0.014492753623188403,0.2,0.00957854406130268,0.0,0.0,0.018867924528301886,0.023809523809523808,0.0,0.4864664443010753,0.3334954998783751,0.463386284494382,0.0336170871382139,0.25436965414652285,0.0,0.5,0.0,0.011904761904761904,0.361607143,0.0,0.0,0.07692307692307693,0.1257309941520468,0.4230271668822769,0.4237726098191215,0
0.0,0.0,0.1,0.005747126436781609,0.0,0.0,0.018867924528301886,0.047619047619047616,0.0,0.4864664443010753,0.3334954998783751,0.463386284494382,0.0336170871382139,0.25436965414652285,0.0,0.5,0.0,0.011904761904761904,0.361607143,0.0,0.0,0.07692307692307693,0.1257309941520468,0.4230271668822769,0.4237726098191215,0
0.0,0.0,0.1,0.005747126436781609,0.0,0.0,0.018867924528301886,0.0,1.0,0.10931899643010752,0.07394794453904159,0.06651685393258426,0.0051849558891812406,0.057456303458534766,0.03333333333333333,1.0,0.03125,0.011904761904761904,0.35069444450000004,0.833333333,0.0625,0.07692307692307693,0.05847953216374269,0.07891332470892626,0.07881136950904392,0
0.0,0.007246376811594203,0.2,0.02873563218390805,0.0,0.0,0.0660377358490566,0.07142857142857142,1.0,0.10931899643010752,0.07394794453904159,0.06651685393258426,0.0051849558891812406,0.057456303458534766,0.06666666666666668,1.0,0.0625,0.011904761904761904,0.35069444450000004,0.833333333,0.125,0.07692307692307693,0.05847953216374269,0.07891332470892626,0.07881136950904392,0
0.0,0.007246376811594203,0.2,0.011494252873563215,0.0,0.0,0.03773584905660377,0.023809523809523808,0.0,0.10931899643010752,0.07394794453904159,0.06651685393258426,0.0051849558891812406,0.057456303458534766,0.0,1.0,0.0,0.011904761904761904,0.35069444450000004,0.833333333,0.0,0.07692307692307693,0.05847953216374269,0.07891332470892626,0.07881136950904392,0
0.0,0.021739130434782608,0.2,0.01532567049808429,0.0,0.0,0.02830188679245283,0.023809523809523808,0.0,0.29749103944086025,0.13378739965945025,0.199438202247191,0.0005571892895836558,0.10914838229825212,0.0,1.0,0.0,0.011904761904761904,0.38856305,0.191666667,0.0,0.07692307692307693,0.04824561403508772,0.22380336351875807,0.2144702842377261,0
0.0,0.0,0.1,0.0038314176245210726,0.0,0.0,0.04716981132075471,0.09523809523809523,1.0,0.29749103944086025,0.13378739965945025,0.199438202247191,0.0005571892895836558,0.10914838229825212,0.03333333333333333,0.5,0.03125,0.011904761904761904,0.38856305,0.191666667,0.0625,0.07692307692307693,0.04824561403508772,0.22380336351875807,0.2144702842377261,0
0.0,0.014492753623188403,0.2,0.019157088122605363,0.0,0.0,0.05660377358490565,0.11904761904761905,0.0,0.4498207883870968,0.16273412794940406,0.4250936328089888,0.0,0.12383785793975455,0.0,0.5,0.0,0.011904761904761904,0.5,0.0,0.0,0.07692307692307693,0.033625730994152045,0.3234152652005175,0.32428940568475456,0
0.0,0.0,0.1,0.0210727969348659,0.0,0.0,0.1792452830188679,0.21428571428571427,0.0,0.04301075268817205,0.0184869861347604,0.0,6.190992106485063e-05,0.01357381926366679,0.016666666666666666,0.9444444445,0.0,0.023809523809523808,1.0,1.0,0.0,0.15384615384615385,0.0029239766081871343,0.00129366106080207,0.002583979328165375,0
0.0,0.0,0.1,0.007662835249042145,0.0,0.0,0.0660377358490566,0.07142857142857142,0.0,0.04301075268817205,0.00535149598637801,0.0,0.0,0.0035329118631461506,0.0,1.0,0.0,0.011904761904761904,1.0,1.0,0.0,0.07692307692307693,0.0014619883040935672,0.00129366106080207,0.002583979328165375,0
0.0,0.0,0.1,0.011494252873563215,0.0,0.0,0.10377358490566037,0.11904761904761905,0.0,0.04301075268817205,0.004864996351252737,0.0,0.0,0.003161026403867609,0.0,1.0,0.0,0.011904761904761904,0.0,1.0,0.0,0.07692307692307693,0.0,0.0,0.0012919896640826874,0
0.0,0.0,0.1,0.0038314176245210726,0.0,0.0,0.018867924528301886,0.023809523809523808,0.0,0.2955254942795699,0.20141084894186329,0.26386371874157305,0.008559046587215602,0.15340275195239866,0.0,0.5,0.0,0.023809523809523808,0.3333333335,0.0,0.0,0.15384615384615385,0.06286549707602339,0.2742561448900388,0.2751937984496124,0
0.0,0.014492753623188403,0.2,0.0210727969348659,0.0,0.0,0.11320754716981132,0.07142857142857142,0.0,0.2955254942795699,0.20141084894186329,0.26386371874157305,0.008559046587215602,0.15340275195239866,0.0,0.5625,0.0,0.09523809523809523,0.3333333335,0.0,0.0,0.38461538461538464,0.06286549707602339,0.2742561448900388,0.2751937984496124,0
0.0,0.0,0.1,0.01532567049808429,0.0,0.0,0.08490566037735849,0.11904761904761905,1.0,0.2955254942795699,0.20141084894186329,0.26386371874157305,0.008559046587215602,0.15340275195239866,0.06666666666666668,0.6666666665000001,0.0625,0.03571428571428571,0.3333333335,0.0,0.125,0.15384615384615385,0.06286549707602339,0.2742561448900388,0.2751937984496124,0
0.0,0.014492753623188403,0.30000000000000004,0.017241379310344827,0.0,0.0,0.04716981132075471,0.023809523809523808,0.0,0.18637992830107528,0.13840914619314035,0.14981273406741571,0.0059123974616932355,0.10524358497582743,0.0,1.0,0.0,0.011904761904761904,0.455882353,1.0,0.0,0.07692307692307693,0.07602339181286549,0.1164294954721863,0.11757105943152454,0
0.0,0.0,0.1,0.0038314176245210726,0.0,0.0,0.018867924528301886,0.023809523809523808,1.0,0.18637992830107528,0.13840914619314035,0.14981273406741571,0.0059123974616932355,0.10524358497582743,0.03333333333333333,0.5,0.03125,0.011904761904761904,0.455882353,1.0,0.0625,0.07692307692307693,0.07602339181286549,0.1164294954721863,0.11757105943152454,0
0.0,0.0,0.1,0.005747126436781609,0.0,0.0,0.018867924528301886,0.023809523809523808,1.0,0.18637992830107528,0.13840914619314035,0.14981273406741571,0.0059123974616932355,0.10524358497582743,0.03333333333333333,0.5,0.03125,0.011904761904761904,0.455882353,1.0,0.0625,0.07692307692307693,0.07602339181286549,0.1164294954721863,0.11757105943152454,0
0.0,0.06521739130434782,0.5,0.07471264367816091,0.0,0.0,0.16037735849056606,0.047619047619047616,0.5,0.4864664443010753,0.3334954998783751,0.463386284494382,0.0336170871382139,0.25436965414652285,0.2333333333333333,0.7916666665000001,0.25,0.07142857142857142,0.361607143,0.0,0.25,0.15384615384615385,0.1257309941520468,0.4230271668822769,0.4237726098191215,0
0.0,0.13768115942028986,0.5,0.18199233716475094,0.0,0.0,0.5377358490566038,0.2857142857142857,0.0,0.20215053763440866,0.05910970566772075,0.1662921348314607,0.0001238198421297013,0.044626255113425065,0.0,0.5113636364999999,0.0,0.5238095238095237,0.2407407405,1.0,0.0,1.0,0.016081871345029242,0.059508408796895215,0.06072351421188631,1
0.0,0.2318840579710145,0.5,0.19731800766283525,0.0,0.0,0.2547169811320755,0.26190476190476186,1.0,0.3870967741935484,0.042325468255898814,0.3595505617977528,7.738740133106331e-05,0.03179620676831536,0.03333333333333333,0.5333333335,0.03125,0.17857142857142855,0.375,0.1,0.0625,0.15384615384615385,0.007309941520467836,0.056921086675291076,0.05813953488372092,1
0.0,1.0,0.6000000000000001,1.0,0.0,0.0,1.0,0.5952380952380952,0.368421053,0.4864664443010753,0.3334954998783751,0.463386284494382,0.0336170871382139,0.25436965414652285,0.6333333333333333,0.65,0.59375,0.6785714285714285,0.361607143,0.0,0.4375,0.2307692307692308,0.1257309941520468,0.4230271668822769,0.4237726098191215,1
0.0,0.5362318840579711,0.6000000000000001,0.4904214559386973,0.0,0.0,0.9622641509433962,0.3809523809523809,0.6,0.2955254942795699,0.20141084894186329,0.26386371874157305,0.008559046587215602,0.15340275195239866,0.16666666666666666,0.511764706,0.15625,1.0,0.3333333335,0.0,0.1875,0.6923076923076923,0.06286549707602339,0.2742561448900388,0.2751937984496124,1
0.0,0.3043478260869565,1.0,0.19540229885057472,0.0,0.0,0.6226415094339622,0.4047619047619048,1.0,0.2955254942795699,0.20141084894186329,0.26386371874157305,0.008559046587215602,0.15340275195239866,0.03333333333333333,0.5104166665,0.03125,0.5714285714285714,0.3333333335,0.0,0.0625,0.9230769230769232,0.06286549707602339,0.2742561448900388,0.2751937984496124,1
