MAXNESTING_method,CYCLO_method,NOLV_method,LOC_method,NOAV_method,CDISP_method,CFNAMM_method,FDP_method,CINT_method,CLNAMM_method,AMWNAMM_type,FANOUT_method,MaMCL_method,NMCS_method,MeMCL_method,AMW_type,LOCNAMM_type,LAA_method,LOC_type,WMCNAMM_type,LOC_package,LCOM5_type,WMC_type,ATFD_method,NOP_method,TCC_type,NOM_package,NOMNAMM_package,ATLD_method,number_final_not_static_methods,CFNAMM_type,ATFD_type,number_final_methods,isStatic_type,is_long_method
0.5000000000000001,0.5587044534412955,0.16891891891891891,0.4607237422771404,0.5865921787709497,0.368421,0.2714285714285714,0.14285714285714285,0.2467532467532468,0.3333333333333333,0.3965517307692308,0.2333333333333333,0.0,0.0,0.0,0.3965517307692308,0.1972848064702484,0.3,0.19558991981672394,0.12247191011235956,0.030568918267251617,0.723214,0.12201492537313433,0.6746987951807231,0.03448275862068965,1.0,0.02179226069246436,0.02698980996970532,0.3692307692307693,0.0,0.2246696035242291,0.2598039215686275,0.0,0.0,1
0.5000000000000001,0.29959514170040485,0.10810810810810813,0.22594880847308035,0.5642458100558659,0.6,0.07142857142857142,0.5714285714285714,0.06493506493506494,0.2222222222222222,0.22580646153846154,0.1,0.0,0.0,0.0,0.22580646153846154,0.11886192952050835,0.023529,0.11784077892325315,0.07940074906367041,0.016254807635760576,0.666667,0.0791044776119403,1.0,0.06896551724137931,1.0,0.01059063136456212,0.01432112365739466,0.030769230769230767,0.0,0.05726872246696036,0.4240196078431373,0.0,0.0,1
0.0,0.0,0.006756756756756757,0.0035304501323918805,0.00558659217877095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014442518775274408,0.0,0.0014318442153493699,0.00037453183520599247,4.7047200103503854e-05,0.0,0.00037313432835820896,0.0,0.03448275862068965,0.0,0.0006109979633401224,0.0008262186725419994,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.006756756756756757,0.00264783759929391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014442518775274408,0.0,0.0014318442153493699,0.00037453183520599247,4.7047200103503854e-05,0.0,0.00037313432835820896,0.0,0.03448275862068965,0.0,0.0006109979633401224,0.0008262186725419994,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.006756756756756757,0.0035304501323918805,0.00558659217877095,0.0,0.0,0.0,0.0,0.05555555555555555,0.012820500000000006,0.0,0.0,0.0,0.0,0.012820500000000006,0.0034662045060658577,0.0,0.003436426116838488,0.0011235955056179776,4.7047200103503854e-05,0.0,0.001119402985074627,0.0,0.03448275862068965,0.0,0.0006109979633401224,0.0008262186725419994,0.0,0.0,0.00881057268722467,0.0,0.0,0.0,0
0.1,0.004048582995951417,0.013513513513513514,0.00970873786407767,0.00558659217877095,1.0,0.028571428571428567,0.0,0.025974025974025976,0.0,0.012820500000000006,0.06666666666666668,0.0,0.0,0.0,0.012820500000000006,0.0034662045060658577,0.0,0.003436426116838488,0.0011235955056179776,4.7047200103503854e-05,0.0,0.001119402985074627,0.0,0.06896551724137931,0.0,0.0006109979633401224,0.0008262186725419994,0.0,0.0,0.00881057268722467,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0017652250661959407,0.0,0.0,0.0,0.0,0.0,0.0,0.012820500000000006,0.0,0.0,0.0,0.0,0.012820500000000006,0.0034662045060658577,0.0,0.003436426116838488,0.0011235955056179776,4.7047200103503854e-05,0.0,0.001119402985074627,0.0,0.0,0.0,0.0006109979633401224,0.0008262186725419994,0.0,0.0,0.00881057268722467,0.0,0.0,0.0,0
0.0,0.0,0.0,0.00264783759929391,0.00558659217877095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046938186019641816,1.0,0.046534936998854526,0.0,0.014737535432422578,0.971795,0.014552238805970147,0.0,0.0,0.08717899999999999,0.027698574338085542,0.006885155604516663,0.015384615384615384,0.0,0.013215859030837006,0.036764705882352935,0.0,0.0,0
0.4,0.08906882591093117,0.12162162162162166,0.15445719329214475,0.1787709497206704,0.428571,0.042857142857142864,0.14285714285714285,0.09090909090909093,0.1111111111111111,0.0576923076923077,0.1,0.0,0.0,0.0,0.0576923076923077,0.07697862507221259,0.1,0.07631729667812143,0.01647940074906367,0.016548852636407475,1.0,0.016417910447761194,0.10843373493975904,0.2413793103448276,0.7843140000000001,0.015274949083503056,0.015973561002478657,0.015384615384615384,0.0,0.022026431718061675,0.031862745098039214,0.0,0.0,1
0.1,0.008097165991902834,0.006756756756756757,0.01500441306266549,0.0,1.0,0.014285714285714284,0.0,0.012987012987012988,0.0,0.08974357692307694,0.03333333333333333,0.0,0.0,0.0,0.08974357692307694,0.011987290583477759,0.0,0.01188430698739977,0.0033707865168539327,0.006810082214982182,0.0,0.003358208955223881,0.0,0.0,1.0,0.006517311608961304,0.00716056182869733,0.0,0.0,0.013215859030837006,0.0024509803921568627,0.0,0.0,0
0.1,0.012145748987854251,0.040540540540540536,0.022947925860547218,0.03910614525139665,0.5,0.028571428571428567,0.07142857142857142,0.025974025974025976,0.05555555555555555,0.08974357692307694,0.03333333333333333,0.0,0.0,0.0,0.08974357692307694,0.011987290583477759,0.0,0.01188430698739977,0.0033707865168539327,0.006810082214982182,0.0,0.003358208955223881,0.012048192771084338,0.13793103448275862,1.0,0.006517311608961304,0.00716056182869733,0.0,0.0,0.013215859030837006,0.0024509803921568627,0.0,0.0,0
0.20000000000000004,0.008097165991902834,0.027027027027027032,0.00970873786407767,0.0223463687150838,0.5,0.028571428571428567,0.07142857142857142,0.025974025974025976,0.0,0.08974357692307694,0.03333333333333333,0.0,0.0,0.0,0.08974357692307694,0.011987290583477759,0.0,0.01188430698739977,0.0033707865168539327,0.006810082214982182,0.0,0.003358208955223881,0.012048192771084338,0.0,1.0,0.006517311608961304,0.00716056182869733,0.0,0.0,0.013215859030837006,0.0024509803921568627,0.0,0.0,0
0.0,0.0,0.0,0.00529567519858782,0.0223463687150838,1.0,0.014285714285714284,0.0,0.012987012987012988,0.0,0.02884615384615385,0.03333333333333333,0.0,0.0,0.0,0.03205126923076923,0.055603697284806464,1.0,0.07345360824742267,0.015355805243445694,0.006810082214982182,0.937304,0.020149253731343283,0.0,0.0,0.26108400000000004,0.006517311608961304,0.00716056182869733,0.061538461538461535,0.0,0.004405286343612335,0.0,0.0,0.0,0
0.0,0.0,0.013513513513513514,0.00264783759929391,0.0111731843575419,0.0,0.0,0.0,0.0,0.05555555555555555,0.02884615384615385,0.0,0.0,0.0,0.0,0.03205126923076923,0.055603697284806464,0.0,0.07345360824742267,0.015355805243445694,0.006810082214982182,0.937304,0.020149253731343283,0.0,0.06896551724137931,0.26108400000000004,0.006517311608961304,0.00716056182869733,0.0,0.0,0.004405286343612335,0.0,0.0,0.0,0
0.20000000000000004,0.008097165991902834,0.06756756756756757,0.02559576345984113,0.0782122905027933,0.0,0.0,0.0,0.0,0.0,0.02884615384615385,0.0,0.0,0.0,0.0,0.03205126923076923,0.055603697284806464,1.0,0.07345360824742267,0.015355805243445694,0.006810082214982182,0.937304,0.020149253731343283,0.0,0.06896551724137931,0.26108400000000004,0.006517311608961304,0.00716056182869733,0.061538461538461535,0.0,0.004405286343612335,0.0,0.0,0.0,0
0.6000000000000001,0.2388663967611336,0.1283783783783784,0.18093556928508386,0.2905027932960894,0.454545,0.15714285714285714,0.14285714285714285,0.14285714285714288,0.6666666666666666,0.17712550000000002,0.16666666666666666,0.0,0.0,0.0,0.14729950000000006,0.1818313113807048,0.428571,0.1914375715922108,0.07940074906367041,0.09318874160501524,0.949275,0.08432835820895522,0.18072289156626506,0.10344827586206896,0.49359,0.06517311608961303,0.07573671164968329,0.2307692307692308,0.0273224043715847,0.13215859030837004,0.046568627450980386,0.03804347826086957,0.0,1
0.6000000000000001,0.08097165991902834,0.11486486486486487,0.0970873786407767,0.1005586592178771,0.333333,0.08571428571428573,0.0,0.07792207792207792,0.2222222222222222,0.25824176923076925,0.06666666666666668,0.0,0.0,0.0,0.25824176923076925,0.06701328711727325,1.0,0.06643757159221078,0.01985018726591761,0.09318874160501524,0.9,0.019776119402985074,0.0,0.10344827586206896,0.3,0.06517311608961303,0.07573671164968329,0.061538461538461535,0.0,0.04405286343612335,0.0,0.0,0.0,1
0.0,0.004048582995951417,0.006756756756756757,0.00529567519858782,0.1787709497206704,1.0,0.0,0.07142857142857142,0.012987012987012988,0.05555555555555555,0.08119657692307694,0.03333333333333333,0.0,0.0,0.0,0.0448718076923077,0.06975736568457537,0.095238,0.08863115693012599,0.0101123595505618,0.09318874160501524,0.989967,0.019029850746268652,0.22891566265060245,0.03448275862068965,0.177866,0.06517311608961303,0.07573671164968329,0.030769230769230767,0.0,0.05726872246696036,0.05392156862745098,0.0,0.0,0
0.20000000000000004,0.008097165991902834,0.060810810810810814,0.01500441306266549,0.05027932960893855,1.0,0.014285714285714284,0.0,0.012987012987012988,0.05555555555555555,0.038461538461538464,0.03333333333333333,0.0,0.0,0.0,0.038461538461538464,0.027585210860774118,0.0,0.02734822451317297,0.002621722846441948,0.011208995424659793,0.0,0.0026119402985074628,0.0,0.03448275862068965,0.0,0.022199592668024442,0.02864224731478932,0.0,0.0,0.048458149779735685,0.0,0.0,0.0,0
0.0,0.0,0.020270270270270268,0.00617828773168579,0.01675977653631285,0.0,0.0,0.0,0.0,0.05555555555555555,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.027585210860774118,0.0,0.02734822451317297,0.002621722846441948,0.011208995424659793,0.0,0.0026119402985074628,0.0,0.0,0.0,0.022199592668024442,0.02864224731478932,0.0,0.0,0.048458149779735685,0.0,0.0,0.0,0
0.1,0.004048582995951417,0.006756756756756757,0.011473962930273609,0.00558659217877095,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.027585210860774118,0.0,0.02734822451317297,0.002621722846441948,0.011208995424659793,0.0,0.0026119402985074628,0.0,0.0,0.0,0.022199592668024442,0.02864224731478932,0.0,0.0,0.048458149779735685,0.0,0.0,0.0,0
0.1,0.004048582995951417,0.040540540540540536,0.0264783759929391,0.02793296089385475,0.9,0.14285714285714285,0.0,0.12987012987012989,0.0,0.038461538461538464,0.3,0.0,0.0,0.0,0.038461538461538464,0.027585210860774118,0.0,0.02734822451317297,0.002621722846441948,0.011208995424659793,0.0,0.0026119402985074628,0.0,0.03448275862068965,0.0,0.022199592668024442,0.02864224731478932,0.0,0.0,0.048458149779735685,0.0,0.0,0.0,0
0.0,0.0,0.020270270270270268,0.00529567519858782,0.0335195530726257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003032928942807625,1.0,0.003006872852233677,0.00037453183520599247,0.011208995424659793,0.5,0.00037313432835820896,0.0,0.10344827586206896,1.0,0.022199592668024442,0.02864224731478932,0.04615384615384616,0.0,0.00881057268722467,0.0,0.0,1.0,0
0.20000000000000004,0.02834008097165992,0.013513513513513514,0.018534863195057368,0.03910614525139665,0.5,0.028571428571428567,0.14285714285714285,0.025974025974025976,0.0,0.0576923076923077,0.03333333333333333,0.0,0.0,0.0,0.06293707692307693,0.023830155979202773,0.0,0.027491408934707903,0.008988764044943821,0.08197974618035545,1.0,0.010447761194029851,0.060240963855421686,0.03448275862068965,0.0,0.0940936863543788,0.12365739465711928,0.0,0.049180327868852465,0.026431718061674013,0.014705882352941175,0.04891304347826087,0.0,0
0.4,0.008097165991902834,0.06756756756756757,0.06884377758164166,0.08379888268156425,1.0,0.057142857142857134,0.0,0.05194805194805195,0.05555555555555555,0.0576923076923077,0.13333333333333333,0.0,0.0,0.0,0.0576923076923077,0.0232524552281918,1.0,0.023052691867124855,0.0033707865168539327,0.007915691417414522,0.6,0.003358208955223881,0.0,0.06896551724137931,0.5,0.006924643584521386,0.008812999173781328,0.07692307692307693,0.0,0.01762114537444934,0.0,0.0,0.0,0
0.20000000000000004,0.012145748987854251,0.006756756756756757,0.01235657546337158,0.01675977653631285,0.0,0.0,0.0,0.0,0.0,0.0576923076923077,0.0,0.0,0.0,0.0,0.0576923076923077,0.0232524552281918,1.0,0.023052691867124855,0.0033707865168539327,0.007915691417414522,0.6,0.003358208955223881,0.0,0.0,0.5,0.006924643584521386,0.008812999173781328,0.030769230769230767,0.0,0.01762114537444934,0.0,0.0,0.0,0
0.1,0.004048582995951417,0.020270270270270268,0.00970873786407767,0.03910614525139665,0.0,0.0,0.0,0.0,0.0,0.0576923076923077,0.0,0.0,0.0,0.0,0.0576923076923077,0.0232524552281918,1.0,0.023052691867124855,0.0033707865168539327,0.007915691417414522,0.6,0.003358208955223881,0.0,0.03448275862068965,0.5,0.006924643584521386,0.008812999173781328,0.061538461538461535,0.0,0.01762114537444934,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0017652250661959407,0.0,0.0,0.0,0.0,0.0,0.0,0.0576923076923077,0.0,0.0,0.0,0.0,0.0576923076923077,0.0232524552281918,0.0,0.023052691867124855,0.0033707865168539327,0.007915691417414522,0.6,0.003358208955223881,0.0,0.0,0.5,0.006924643584521386,0.008812999173781328,0.0,0.0,0.01762114537444934,0.0,0.0,0.0,0
0.20000000000000004,0.020242914979757085,0.027027027027027032,0.027360988526037067,0.0335195530726257,1.0,0.014285714285714284,0.07142857142857142,0.012987012987012988,0.0,0.19230769230769232,0.03333333333333333,0.0,0.0,0.0,0.19230769230769232,0.004188330444829578,0.0,0.004152348224513173,0.0018726591760299628,0.007915691417414522,0.0,0.001865671641791045,0.024096385542168683,0.03448275862068965,1.0,0.006924643584521386,0.008812999173781328,0.0,0.0,0.004405286343612335,0.004901960784313725,0.0,0.0,0
0.5000000000000001,0.08502024291497977,0.06756756756756757,0.11738746690203003,0.111731843575419,1.0,0.014285714285714284,0.0,0.012987012987012988,0.7222222222222222,0.12749288461538466,0.03333333333333333,0.0,0.0,0.0,0.1105006153846154,0.2751299826689775,0.636364,0.28636884306987404,0.08689138576779026,0.026099434257418758,0.953717,0.09067164179104477,0.0,0.10344827586206896,0.383503,0.022606924643584526,0.027265216193885985,0.1076923076923077,0.02185792349726776,0.048458149779735685,0.007352941176470587,0.021739130434782608,0.0,1
0.5000000000000001,0.0931174089068826,0.08108108108108109,0.10679611650485436,0.13966480446927373,0.5,0.014285714285714284,0.07142857142857142,0.05194805194805195,0.5555555555555556,0.12749288461538466,0.06666666666666668,0.0,0.0,0.0,0.1105006153846154,0.2751299826689775,0.5,0.28636884306987404,0.08689138576779026,0.026099434257418758,0.953717,0.09067164179104477,0.03614457831325302,0.10344827586206896,0.383503,0.022606924643584526,0.027265216193885985,0.1076923076923077,0.02185792349726776,0.048458149779735685,0.007352941176470587,0.021739130434782608,0.0,1
0.0,0.0,0.0,0.00264783759929391,0.00558659217877095,1.0,0.014285714285714284,0.0,0.012987012987012988,0.0,0.020979038461538462,0.03333333333333333,0.0,0.0,0.0,0.020979038461538462,0.020363951473136917,1.0,0.020189003436426118,0.0059925093632958795,0.0018466026040625254,0.3,0.005970149253731343,0.0,0.0,0.622222,0.0028513238289205704,0.0038556871385293312,0.015384615384615384,0.049180327868852465,0.004405286343612335,0.0,0.04891304347826087,0.0,0
0.0,0.0,0.0,0.0017652250661959407,0.00558659217877095,0.0,0.0,0.0,0.0,0.0,0.020979038461538462,0.0,0.0,0.0,0.0,0.020979038461538462,0.020363951473136917,1.0,0.020189003436426118,0.0059925093632958795,0.0018466026040625254,0.3,0.005970149253731343,0.0,0.0,0.622222,0.0028513238289205704,0.0038556871385293312,0.015384615384615384,0.049180327868852465,0.004405286343612335,0.0,0.04891304347826087,0.0,0
0.0,0.0,0.0,0.0017652250661959407,0.0,1.0,0.014285714285714284,0.0,0.012987012987012988,0.0,0.020979038461538462,0.03333333333333333,0.0,0.0,0.0,0.020979038461538462,0.020363951473136917,0.0,0.020189003436426118,0.0059925093632958795,0.0018466026040625254,0.3,0.005970149253731343,0.0,0.0,0.622222,0.0028513238289205704,0.0038556871385293312,0.0,0.049180327868852465,0.004405286343612335,0.0,0.04891304347826087,0.0,0
0.1,0.004048582995951417,0.006756756756756757,0.00441306266548985,0.0111731843575419,0.0,0.0,0.0,0.0,0.0,0.020979038461538462,0.0,0.0,0.0,0.0,0.020979038461538462,0.020363951473136917,1.0,0.020189003436426118,0.0059925093632958795,0.0018466026040625254,0.3,0.005970149253731343,0.0,0.03448275862068965,0.622222,0.0028513238289205704,0.0038556871385293312,0.015384615384615384,0.049180327868852465,0.004405286343612335,0.0,0.04891304347826087,0.0,0
0.1,0.008097165991902834,0.006756756756756757,0.007943512797881731,0.0111731843575419,0.0,0.0,0.0,0.0,0.0,0.020979038461538462,0.0,0.0,0.0,0.0,0.020979038461538462,0.020363951473136917,1.0,0.020189003436426118,0.0059925093632958795,0.0018466026040625254,0.3,0.005970149253731343,0.0,0.03448275862068965,0.622222,0.0028513238289205704,0.0038556871385293312,0.015384615384615384,0.049180327868852465,0.004405286343612335,0.0,0.04891304347826087,0.0,0
0.5000000000000001,0.11336032388663968,0.16216216216216214,0.15887025595763465,0.223463687150838,0.375,0.21428571428571427,0.3571428571428571,0.3116883116883117,0.05555555555555555,0.2692307692307693,0.3,0.0,0.0,0.0,0.2417582307692308,0.04347198151357596,0.166667,0.0452462772050401,0.01760299625468165,0.03355641547382411,0.866667,0.018656716417910446,0.12048192771084335,0.06896551724137931,0.2,0.027902240325865583,0.030294684659873318,0.030769230769230767,0.01092896174863388,0.0881057268722467,0.02696078431372549,0.016304347826086956,0.0,1
0.7000000000000001,0.07692307692307693,0.10135135135135136,0.09620476610767872,0.1843575418994413,0.388889,0.08571428571428573,0.42857142857142855,0.2337662337662338,0.0,0.1043956153846154,0.2333333333333333,0.6666666666666666,0.125,0.6666666666666666,0.1043956153846154,0.01805314846909301,0.06666699999999999,0.017898052691867124,0.009363295880149813,0.01138542242504793,0.833333,0.009328358208955223,0.16867469879518074,0.03448275862068965,0.06666699999999999,0.01079429735234216,0.011842467639768659,0.015384615384615384,0.0,0.026431718061674013,0.03431372549019608,0.0,0.0,1
0.20000000000000004,0.008097165991902834,0.040540540540540536,0.018534863195057368,0.0558659217877095,1.0,0.0,0.07142857142857142,0.012987012987012988,0.05555555555555555,0.04700853846153846,0.03333333333333333,0.0,0.0,0.0,0.04700853846153846,0.028162911611785094,0.75,0.02792096219931272,0.0071161048689138565,0.00913891862010562,0.825,0.0070895522388059705,0.012048192771084338,0.13793103448275862,1.0,0.023217922606924644,0.006609749380335996,0.04615384615384616,0.0,0.00881057268722467,0.0024509803921568627,0.0,0.0,0
0.1,0.004048582995951417,0.03378378378378378,0.01500441306266549,0.05027932960893855,1.0,0.0,0.07142857142857142,0.012987012987012988,0.0,0.04700853846153846,0.03333333333333333,0.0,0.0,0.0,0.04700853846153846,0.028162911611785094,0.75,0.02792096219931272,0.0071161048689138565,0.00913891862010562,0.825,0.0070895522388059705,0.012048192771084338,0.03448275862068965,1.0,0.023217922606924644,0.006609749380335996,0.04615384615384616,0.0,0.00881057268722467,0.0024509803921568627,0.0,0.0,0
0.1,0.004048582995951417,0.013513513513513514,0.01059135039717564,0.01675977653631285,0.0,0.0,0.0,0.0,0.0,0.04700853846153846,0.0,0.0,0.0,0.0,0.04700853846153846,0.028162911611785094,1.0,0.02792096219931272,0.0071161048689138565,0.00913891862010562,0.825,0.0070895522388059705,0.0,0.0,1.0,0.023217922606924644,0.006609749380335996,0.015384615384615384,0.0,0.00881057268722467,0.0024509803921568627,0.0,0.0,0
0.1,0.004048582995951417,0.0472972972972973,0.01059135039717564,0.0446927374301676,0.0,0.0,0.0,0.0,0.1111111111111111,0.04700853846153846,0.0,0.0,0.0,0.0,0.04700853846153846,0.028162911611785094,1.0,0.02792096219931272,0.0071161048689138565,0.00913891862010562,0.825,0.0070895522388059705,0.0,0.10344827586206896,1.0,0.023217922606924644,0.006609749380335996,0.015384615384615384,0.0,0.00881057268722467,0.0024509803921568627,0.0,0.0,0
0.4,0.016194331983805668,0.027027027027027032,0.01941747572815534,0.0893854748603352,0.166667,0.014285714285714284,0.07142857142857142,0.07792207792207792,0.0,0.0576923076923077,0.03333333333333333,0.0,0.0,0.0,0.0405983076923077,0.026718659734257653,0.14285699999999998,0.0336483390607102,0.010861423220973785,0.08428505898542714,0.803922,0.013432835820895522,0.07228915662650602,0.06896551724137931,0.428571,0.11181262729124236,0.12696226934728727,0.015384615384615384,0.0,0.026431718061674013,0.029411764705882356,0.0,0.0,0
0.0,0.0,0.006756756756756757,0.0035304501323918805,0.0223463687150838,1.0,0.014285714285714284,0.07142857142857142,0.012987012987012988,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0034662045060658577,0.666667,0.003436426116838488,0.0014981273408239699,0.02661695345855729,0.0,0.0014925373134328358,0.012048192771084338,0.03448275862068965,0.0,0.03991853360488799,0.04323877719636464,0.030769230769230767,0.0,0.00881057268722467,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0017652250661959407,0.00558659217877095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034662045060658577,1.0,0.003436426116838488,0.0014981273408239699,0.02661695345855729,0.0,0.0014925373134328358,0.0,0.0,0.0,0.03991853360488799,0.04323877719636464,0.015384615384615384,0.0,0.00881057268722467,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0017652250661959407,0.0,1.0,0.014285714285714284,0.0,0.012987012987012988,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0034662045060658577,0.0,0.003436426116838488,0.0014981273408239699,0.02661695345855729,0.0,0.0014925373134328358,0.0,0.0,0.0,0.03991853360488799,0.04323877719636464,0.0,0.0,0.00881057268722467,0.0,0.0,0.0,0
0.5000000000000001,0.12550607287449392,0.0472972972972973,0.10414827890556046,0.17318435754189945,1.0,0.014285714285714284,0.14285714285714285,0.025974025974025976,0.2222222222222222,0.30595719230769225,0.06666666666666668,0.0,0.0,0.0,0.3036739230769231,0.8271230502599652,0.833333,0.8217353951890035,0.4456928838951311,0.14837510732642525,0.99738,0.4444029850746268,0.04819277108433735,0.0,0.938942,0.08920570264765784,0.1118149270173506,0.3076923076923077,0.3333333333333333,0.0881057268722467,0.031862745098039214,0.6793478260869565,0.0,1
