FDP_method,ATFD_method,MeMCL_method,MaMCL_method,NMCS_method,LAA_method,CDISP_method,CINT_method,ATFD_type,FANOUT_method,CYCLO_method,LOC_method,MAXNESTING_method,NOAV_method,LOCNAMM_type,LOC_type,AMWNAMM_type,AMW_type,CFNAMM_method,LOC_package,LCOM5_type,TCC_type,NOM_package,WMC_type,RFC_type,NOLV_method,CFNAMM_type,WMCNAMM_type,NOMNAMM_package,CBO_type,is_feature_envy
0.14285714285714285,0.6746987951807231,0.0,0.0,0.0,0.3,0.368421,0.2467532467532468,0.2598039215686275,0.2333333333333333,0.5587044534412955,0.4607237422771404,0.5000000000000001,0.5865921787709497,0.1972848064702484,0.19558991981672394,0.07210031468531468,0.07210031468531468,0.2714285714285714,0.030568918267251617,0.723214,1.0,0.02179226069246436,0.12201492537313433,0.17131474103585656,0.16891891891891891,0.2246696035242291,0.12247191011235956,0.02698980996970532,0.313953488372093,1
0.5714285714285714,1.0,0.0,0.0,0.0,0.023529,0.6,0.06493506493506494,0.4240196078431373,0.1,0.29959514170040485,0.22594880847308035,0.5000000000000001,0.5642458100558659,0.11886192952050835,0.11784077892325315,0.04105572027972028,0.04105572027972028,0.07142857142857142,0.016254807635760576,0.666667,1.0,0.01059063136456212,0.0791044776119403,0.0856573705179283,0.10810810810810813,0.05726872246696036,0.07940074906367041,0.01432112365739466,0.41860465116279066,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035304501323918805,0.0,0.00558659217877095,0.0014442518775274408,0.0014318442153493699,0.0,0.0,0.0,4.7047200103503854e-05,0.0,0.0,0.0006109979633401224,0.00037313432835820896,0.0398406374501992,0.006756756756756757,0.0,0.00037453183520599247,0.0008262186725419994,0.04651162790697674,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00264783759929391,0.0,0.0,0.0014442518775274408,0.0014318442153493699,0.0,0.0,0.0,4.7047200103503854e-05,0.0,0.0,0.0006109979633401224,0.00037313432835820896,0.0398406374501992,0.006756756756756757,0.0,0.00037453183520599247,0.0008262186725419994,0.04651162790697674,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017652250661959407,0.0,0.0,0.0034662045060658577,0.003436426116838488,0.002331000000000001,0.002331000000000001,0.0,4.7047200103503854e-05,0.0,0.0,0.0006109979633401224,0.001119402985074627,0.027888446215139445,0.0,0.00881057268722467,0.0011235955056179776,0.0008262186725419994,0.05813953488372092,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.036764705882352935,0.0,0.0,0.00264783759929391,0.0,0.00558659217877095,0.046938186019641816,0.046534936998854526,0.0,0.0,0.0,0.014737535432422578,0.971795,0.08717899999999999,0.027698574338085542,0.014552238805970147,0.11354581673306773,0.0,0.013215859030837006,0.0,0.006885155604516663,0.10465116279069768,0
0.14285714285714285,0.10843373493975904,0.0,0.0,0.0,0.1,0.428571,0.09090909090909093,0.031862745098039214,0.1,0.08906882591093117,0.15445719329214475,0.4,0.1787709497206704,0.07697862507221259,0.07631729667812143,0.010489510489510492,0.010489510489510492,0.042857142857142864,0.016548852636407475,1.0,0.7843140000000001,0.015274949083503056,0.016417910447761194,0.059760956175298814,0.12162162162162166,0.022026431718061675,0.01647940074906367,0.015973561002478657,0.06976744186046513,1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012987012987012988,0.0024509803921568627,0.03333333333333333,0.008097165991902834,0.01500441306266549,0.1,0.0,0.011987290583477759,0.01188430698739977,0.016317013986013987,0.016317013986013987,0.014285714285714284,0.006810082214982182,0.0,1.0,0.006517311608961304,0.003358208955223881,0.0099601593625498,0.006756756756756757,0.013215859030837006,0.0033707865168539327,0.00716056182869733,0.02325581395348837,0
0.07142857142857142,0.012048192771084338,0.0,0.0,0.0,0.0,0.5,0.025974025974025976,0.0024509803921568627,0.03333333333333333,0.012145748987854251,0.022947925860547218,0.1,0.03910614525139665,0.011987290583477759,0.01188430698739977,0.016317013986013987,0.016317013986013987,0.028571428571428567,0.006810082214982182,0.0,1.0,0.006517311608961304,0.003358208955223881,0.0099601593625498,0.040540540540540536,0.013215859030837006,0.0033707865168539327,0.00716056182869733,0.02325581395348837,0
0.07142857142857142,0.012048192771084338,0.0,0.0,0.0,0.0,0.5,0.025974025974025976,0.0024509803921568627,0.03333333333333333,0.008097165991902834,0.00970873786407767,0.20000000000000004,0.0223463687150838,0.011987290583477759,0.01188430698739977,0.016317013986013987,0.016317013986013987,0.028571428571428567,0.006810082214982182,0.0,1.0,0.006517311608961304,0.003358208955223881,0.0099601593625498,0.027027027027027032,0.013215859030837006,0.0033707865168539327,0.00716056182869733,0.02325581395348837,0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.012987012987012988,0.0,0.03333333333333333,0.0,0.00529567519858782,0.0,0.0223463687150838,0.055603697284806464,0.07345360824742267,0.005244755244755245,0.005827503496503497,0.014285714285714284,0.006810082214982182,0.937304,0.26108400000000004,0.006517311608961304,0.020149253731343283,0.059760956175298814,0.0,0.004405286343612335,0.015355805243445694,0.00716056182869733,0.011627906976744186,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00264783759929391,0.0,0.0111731843575419,0.055603697284806464,0.07345360824742267,0.005244755244755245,0.005827503496503497,0.0,0.006810082214982182,0.937304,0.26108400000000004,0.006517311608961304,0.020149253731343283,0.059760956175298814,0.013513513513513514,0.004405286343612335,0.015355805243445694,0.00716056182869733,0.011627906976744186,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.008097165991902834,0.02559576345984113,0.20000000000000004,0.0782122905027933,0.055603697284806464,0.07345360824742267,0.005244755244755245,0.005827503496503497,0.0,0.006810082214982182,0.937304,0.26108400000000004,0.006517311608961304,0.020149253731343283,0.059760956175298814,0.06756756756756757,0.004405286343612335,0.015355805243445694,0.00716056182869733,0.011627906976744186,0
0.14285714285714285,0.18072289156626506,0.0,0.0,0.0,0.428571,0.454545,0.14285714285714288,0.046568627450980386,0.16666666666666666,0.2388663967611336,0.18093556928508386,0.6000000000000001,0.2905027932960894,0.1818313113807048,0.1914375715922108,0.032204636363636366,0.02678172727272728,0.15714285714285714,0.09318874160501524,0.949275,0.49359,0.06517311608961303,0.08432835820895522,0.15139442231075698,0.1283783783783784,0.13215859030837004,0.07940074906367041,0.07573671164968329,0.11627906976744184,1
0.0,0.0,0.0,0.0,0.0,1.0,0.333333,0.07792207792207792,0.0,0.06666666666666668,0.08097165991902834,0.0970873786407767,0.6000000000000001,0.1005586592178771,0.06701328711727325,0.06643757159221078,0.04695304895104895,0.04695304895104895,0.08571428571428573,0.09318874160501524,0.9,0.3,0.06517311608961303,0.019776119402985074,0.03187250996015936,0.11486486486486487,0.04405286343612335,0.01985018726591761,0.07573671164968329,0.011627906976744186,0
0.07142857142857142,0.22891566265060245,0.0,0.0,0.0,0.095238,1.0,0.012987012987012988,0.05392156862745098,0.03333333333333333,0.004048582995951417,0.00529567519858782,0.0,0.1787709497206704,0.06975736568457537,0.08863115693012599,0.014763013986013988,0.008158510489510487,0.0,0.09318874160501524,0.989967,0.177866,0.06517311608961303,0.019029850746268652,0.0796812749003984,0.006756756756756757,0.05726872246696036,0.0101123595505618,0.07573671164968329,0.10465116279069768,1
0.3571428571428571,0.3975903614457832,0.0,0.0,0.0,0.0,0.333333,0.2727272727272728,0.14950980392156862,0.2333333333333333,0.16599190283400808,0.12444836716681378,0.6000000000000001,0.2849162011173185,0.15771230502599656,0.1563573883161512,0.1041181048951049,0.1041181048951049,0.22857142857142854,0.09318874160501524,0.882353,0.269231,0.06517311608961303,0.10634328358208957,0.1195219123505976,0.08108108108108109,0.15859030837004404,0.10674157303370786,0.07573671164968329,0.10465116279069768,1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012987012987012988,0.0,0.03333333333333333,0.008097165991902834,0.01500441306266549,0.20000000000000004,0.05027932960893855,0.027585210860774118,0.02734822451317297,0.006993006993006993,0.006993006993006993,0.014285714285714284,0.011208995424659793,0.0,0.0,0.022199592668024442,0.0026119402985074628,0.027888446215139445,0.060810810810810814,0.048458149779735685,0.002621722846441948,0.02864224731478932,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00617828773168579,0.0,0.01675977653631285,0.027585210860774118,0.02734822451317297,0.006993006993006993,0.006993006993006993,0.0,0.011208995424659793,0.0,0.0,0.022199592668024442,0.0026119402985074628,0.027888446215139445,0.020270270270270268,0.048458149779735685,0.002621722846441948,0.02864224731478932,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004048582995951417,0.011473962930273609,0.1,0.00558659217877095,0.027585210860774118,0.02734822451317297,0.006993006993006993,0.006993006993006993,0.0,0.011208995424659793,0.0,0.0,0.022199592668024442,0.0026119402985074628,0.027888446215139445,0.006756756756756757,0.048458149779735685,0.002621722846441948,0.02864224731478932,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.12987012987012989,0.0,0.3,0.004048582995951417,0.0264783759929391,0.1,0.02793296089385475,0.027585210860774118,0.02734822451317297,0.006993006993006993,0.006993006993006993,0.14285714285714285,0.011208995424659793,0.0,0.0,0.022199592668024442,0.0026119402985074628,0.027888446215139445,0.040540540540540536,0.048458149779735685,0.002621722846441948,0.02864224731478932,0.0,0
0.14285714285714285,0.060240963855421686,0.0,0.0,0.0,0.0,0.5,0.025974025974025976,0.014705882352941175,0.03333333333333333,0.02834008097165992,0.018534863195057368,0.20000000000000004,0.03910614525139665,0.023830155979202773,0.027491408934707903,0.010489510489510492,0.011443104895104896,0.028571428571428567,0.08197974618035545,1.0,0.0,0.0940936863543788,0.010447761194029851,0.03386454183266932,0.013513513513513514,0.026431718061674013,0.008988764044943821,0.12365739465711928,0.034883720930232565,1
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05194805194805195,0.0,0.13333333333333333,0.008097165991902834,0.06884377758164166,0.4,0.08379888268156425,0.0232524552281918,0.023052691867124855,0.010489510489510492,0.010489510489510492,0.057142857142857134,0.007915691417414522,0.6,0.5,0.006924643584521386,0.003358208955223881,0.06573705179282867,0.06756756756756757,0.01762114537444934,0.0033707865168539327,0.008812999173781328,0.11627906976744184,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.012145748987854251,0.01235657546337158,0.20000000000000004,0.01675977653631285,0.0232524552281918,0.023052691867124855,0.010489510489510492,0.010489510489510492,0.0,0.007915691417414522,0.6,0.5,0.006924643584521386,0.003358208955223881,0.06573705179282867,0.006756756756756757,0.01762114537444934,0.0033707865168539327,0.008812999173781328,0.11627906976744184,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004048582995951417,0.00970873786407767,0.1,0.03910614525139665,0.0232524552281918,0.023052691867124855,0.010489510489510492,0.010489510489510492,0.0,0.007915691417414522,0.6,0.5,0.006924643584521386,0.003358208955223881,0.06573705179282867,0.020270270270270268,0.01762114537444934,0.0033707865168539327,0.008812999173781328,0.11627906976744184,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017652250661959407,0.0,0.0,0.0232524552281918,0.023052691867124855,0.010489510489510492,0.010489510489510492,0.0,0.007915691417414522,0.6,0.5,0.006924643584521386,0.003358208955223881,0.06573705179282867,0.0,0.01762114537444934,0.0033707865168539327,0.008812999173781328,0.11627906976744184,0
0.07142857142857142,0.024096385542168683,0.0,0.0,0.0,0.0,1.0,0.012987012987012988,0.004901960784313725,0.03333333333333333,0.020242914979757085,0.027360988526037067,0.20000000000000004,0.0335195530726257,0.004188330444829578,0.004152348224513173,0.03496503496503497,0.03496503496503497,0.014285714285714284,0.007915691417414522,0.0,1.0,0.006924643584521386,0.001865671641791045,0.00199203187250996,0.027027027027027032,0.004405286343612335,0.0018726591760299628,0.008812999173781328,0.034883720930232565,0
0.0,0.0,0.0,0.0,0.0,0.636364,1.0,0.012987012987012988,0.007352941176470587,0.03333333333333333,0.08502024291497977,0.11738746690203003,0.5000000000000001,0.111731843575419,0.2751299826689775,0.28636884306987404,0.023180524475524482,0.02009102097902098,0.014285714285714284,0.026099434257418758,0.953717,0.383503,0.022606924643584526,0.09067164179104477,0.15139442231075698,0.06756756756756757,0.048458149779735685,0.08689138576779026,0.027265216193885985,0.034883720930232565,0
0.07142857142857142,0.03614457831325302,0.0,0.0,0.0,0.5,0.5,0.05194805194805195,0.007352941176470587,0.06666666666666668,0.0931174089068826,0.10679611650485436,0.5000000000000001,0.13966480446927373,0.2751299826689775,0.28636884306987404,0.023180524475524482,0.02009102097902098,0.014285714285714284,0.026099434257418758,0.953717,0.383503,0.022606924643584526,0.09067164179104477,0.15139442231075698,0.08108108108108109,0.048458149779735685,0.08689138576779026,0.027265216193885985,0.034883720930232565,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012987012987012988,0.0,0.03333333333333333,0.0,0.0017652250661959407,0.0,0.0,0.020363951473136917,0.020189003436426118,0.0038143706293706304,0.0038143706293706304,0.014285714285714284,0.0018466026040625254,0.3,0.622222,0.0028513238289205704,0.005970149253731343,0.021912350597609563,0.0,0.004405286343612335,0.0059925093632958795,0.0038556871385293312,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004048582995951417,0.00441306266548985,0.1,0.0111731843575419,0.020363951473136917,0.020189003436426118,0.0038143706293706304,0.0038143706293706304,0.0,0.0018466026040625254,0.3,0.622222,0.0028513238289205704,0.005970149253731343,0.021912350597609563,0.006756756756756757,0.004405286343612335,0.0059925093632958795,0.0038556871385293312,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.008097165991902834,0.007943512797881731,0.1,0.0111731843575419,0.020363951473136917,0.020189003436426118,0.0038143706293706304,0.0038143706293706304,0.0,0.0018466026040625254,0.3,0.622222,0.0028513238289205704,0.005970149253731343,0.021912350597609563,0.006756756756756757,0.004405286343612335,0.0059925093632958795,0.0038556871385293312,0.0,0
0.3571428571428571,0.12048192771084335,0.0,0.0,0.0,0.166667,0.375,0.3116883116883117,0.02696078431372549,0.3,0.11336032388663968,0.15887025595763465,0.5000000000000001,0.223463687150838,0.04347198151357596,0.0452462772050401,0.04895104895104895,0.04395604195804195,0.21428571428571427,0.03355641547382411,0.866667,0.2,0.027902240325865583,0.018656716417910446,0.07370517928286853,0.16216216216216214,0.0881057268722467,0.01760299625468165,0.030294684659873318,0.1511627906976744,1
0.42857142857142855,0.16867469879518074,0.6666666666666666,0.6666666666666666,0.125,0.06666699999999999,0.388889,0.2337662337662338,0.03431372549019608,0.2333333333333333,0.07692307692307693,0.09620476610767872,0.7000000000000001,0.1843575418994413,0.01805314846909301,0.017898052691867124,0.01898102097902098,0.01898102097902098,0.08571428571428573,0.01138542242504793,0.833333,0.06666699999999999,0.01079429735234216,0.009328358208955223,0.047808764940239036,0.10135135135135136,0.026431718061674013,0.009363295880149813,0.011842467639768659,0.10465116279069768,1
0.07142857142857142,0.012048192771084338,0.0,0.0,0.0,0.75,1.0,0.012987012987012988,0.0024509803921568627,0.03333333333333333,0.008097165991902834,0.018534863195057368,0.20000000000000004,0.0558659217877095,0.028162911611785094,0.02792096219931272,0.008547006993006992,0.008547006993006992,0.0,0.00913891862010562,0.825,1.0,0.023217922606924644,0.0070895522388059705,0.023904382470119518,0.040540540540540536,0.00881057268722467,0.0071161048689138565,0.006609749380335996,0.034883720930232565,0
0.07142857142857142,0.012048192771084338,0.0,0.0,0.0,0.75,1.0,0.012987012987012988,0.0024509803921568627,0.03333333333333333,0.004048582995951417,0.01500441306266549,0.1,0.05027932960893855,0.028162911611785094,0.02792096219931272,0.008547006993006992,0.008547006993006992,0.0,0.00913891862010562,0.825,1.0,0.023217922606924644,0.0070895522388059705,0.023904382470119518,0.03378378378378378,0.00881057268722467,0.0071161048689138565,0.006609749380335996,0.034883720930232565,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0024509803921568627,0.0,0.004048582995951417,0.01059135039717564,0.1,0.01675977653631285,0.028162911611785094,0.02792096219931272,0.008547006993006992,0.008547006993006992,0.0,0.00913891862010562,0.825,1.0,0.023217922606924644,0.0070895522388059705,0.023904382470119518,0.013513513513513514,0.00881057268722467,0.0071161048689138565,0.006609749380335996,0.034883720930232565,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0024509803921568627,0.0,0.004048582995951417,0.01059135039717564,0.1,0.0446927374301676,0.028162911611785094,0.02792096219931272,0.008547006993006992,0.008547006993006992,0.0,0.00913891862010562,0.825,1.0,0.023217922606924644,0.0070895522388059705,0.023904382470119518,0.0472972972972973,0.00881057268722467,0.0071161048689138565,0.006609749380335996,0.034883720930232565,0
0.07142857142857142,0.07228915662650602,0.0,0.0,0.0,0.14285699999999998,0.166667,0.07792207792207792,0.029411764705882356,0.03333333333333333,0.016194331983805668,0.01941747572815534,0.4,0.0893854748603352,0.026718659734257653,0.0336483390607102,0.010489510489510492,0.00738151048951049,0.014285714285714284,0.08428505898542714,0.803922,0.428571,0.11181262729124236,0.013432835820895522,0.07768924302788845,0.027027027027027032,0.026431718061674013,0.010861423220973785,0.12696226934728727,0.034883720930232565,1
0.07142857142857142,0.012048192771084338,0.0,0.0,0.0,0.666667,1.0,0.012987012987012988,0.0,0.03333333333333333,0.0,0.0035304501323918805,0.0,0.0223463687150838,0.0034662045060658577,0.003436426116838488,0.0,0.0,0.014285714285714284,0.02661695345855729,0.0,0.0,0.03991853360488799,0.0014925373134328358,0.03386454183266932,0.006756756756756757,0.00881057268722467,0.0014981273408239699,0.04323877719636464,0.10465116279069768,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0017652250661959407,0.0,0.00558659217877095,0.0034662045060658577,0.003436426116838488,0.0,0.0,0.0,0.02661695345855729,0.0,0.0,0.03991853360488799,0.0014925373134328358,0.03386454183266932,0.0,0.00881057268722467,0.0014981273408239699,0.04323877719636464,0.10465116279069768,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012987012987012988,0.0,0.03333333333333333,0.0,0.0017652250661959407,0.0,0.0,0.0034662045060658577,0.003436426116838488,0.0,0.0,0.014285714285714284,0.02661695345855729,0.0,0.0,0.03991853360488799,0.0014925373134328358,0.03386454183266932,0.0,0.00881057268722467,0.0014981273408239699,0.04323877719636464,0.10465116279069768,0
0.14285714285714285,0.04819277108433735,0.0,0.0,0.0,0.833333,1.0,0.025974025974025976,0.031862745098039214,0.06666666666666668,0.12550607287449392,0.10414827890556046,0.5000000000000001,0.17318435754189945,0.8271230502599652,0.8217353951890035,0.055628580419580416,0.055213440559440566,0.014285714285714284,0.14837510732642525,0.99738,0.938942,0.08920570264765784,0.4444029850746268,0.3107569721115538,0.0472972972972973,0.0881057268722467,0.4456928838951311,0.1118149270173506,0.6395348837209303,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.031862745098039214,0.0,0.0,0.00441306266548985,0.0,0.02793296089385475,0.042749855574812236,0.04238258877434136,0.04095904195804195,0.04095904195804195,0.0,0.01044447842297785,1.0,0.0,0.00794297352342159,0.017537313432835818,0.043824701195219126,0.013513513513513514,0.03524229074889868,0.01760299625468165,0.010740842743045992,0.06976744186046513,0
0.21428571428571427,0.18072289156626506,0.0,0.0,0.0,0.0,0.2,0.06493506493506494,0.036764705882352935,0.03333333333333333,0.004048582995951417,0.014121800529567519,0.1,0.13966480446927373,0.002166377816291161,0.002147766323024055,0.006993006993006993,0.006993006993006993,0.0,0.0769104103692029,0.0,1.0,0.0920570264765784,0.00037313432835820896,0.0099601593625498,0.040540540540540536,0.0,0.00037453183520599247,0.10548058386119527,0.05813953488372092,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00264783759929391,0.0,0.0223463687150838,0.032206816868861926,0.031930126002290955,0.022250475524475524,0.022250475524475524,0.0,0.0022112184048646804,0.933333,1.0,0.0018329938900203664,0.016791044776119403,0.019920318725099605,0.013513513513513514,0.0,0.016853932584269662,0.002478656017625999,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004048582995951417,0.00617828773168579,0.0,0.0223463687150838,0.032206816868861926,0.031930126002290955,0.022250475524475524,0.022250475524475524,0.0,0.0022112184048646804,0.933333,1.0,0.0018329938900203664,0.016791044776119403,0.019920318725099605,0.020270270270270268,0.0,0.016853932584269662,0.002478656017625999,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004048582995951417,0.00529567519858782,0.0,0.0111731843575419,0.032206816868861926,0.031930126002290955,0.022250475524475524,0.022250475524475524,0.0,0.0022112184048646804,0.933333,1.0,0.0018329938900203664,0.016791044776119403,0.019920318725099605,0.006756756756756757,0.0,0.016853932584269662,0.002478656017625999,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004048582995951417,0.007943512797881731,0.0,0.01675977653631285,0.032206816868861926,0.031930126002290955,0.022250475524475524,0.022250475524475524,0.0,0.0022112184048646804,0.933333,1.0,0.0018329938900203664,0.016791044776119403,0.019920318725099605,0.013513513513513514,0.0,0.016853932584269662,0.002478656017625999,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.012145748987854251,0.01941747572815534,0.1,0.0223463687150838,0.032206816868861926,0.031930126002290955,0.022250475524475524,0.022250475524475524,0.0,0.0022112184048646804,0.933333,1.0,0.0018329938900203664,0.016791044776119403,0.019920318725099605,0.020270270270270268,0.0,0.016853932584269662,0.002478656017625999,0.0,0
0.21428571428571427,0.12048192771084335,0.0,0.0,0.0,0.0,0.2,0.06493506493506494,0.10294117647058824,0.03333333333333333,0.040485829959514184,0.04324801412180053,0.5000000000000001,0.1005586592178771,0.05574812247255921,0.055269186712485686,0.030851503496503493,0.030851503496503493,0.07142857142857142,0.015349149033768128,0.0,1.0,0.026680244399185336,0.03395522388059702,0.1553784860557769,0.054054054054054064,0.10132158590308372,0.03408239700374532,0.03607821536766731,0.4534883720930232,0
0.3571428571428571,0.22891566265060245,0.0,0.0,0.0,0.394737,0.478261,0.29870129870129875,0.08333333333333333,0.36666666666666653,0.35627530364372473,0.3636363636363637,0.7000000000000001,0.340782122905028,0.11756210283073365,0.11655211912943872,0.10955711188811187,0.10955711188811187,0.2571428571428571,0.16688818056715402,0.71875,0.533333,0.0945010183299389,0.05559701492537314,0.11752988047808766,0.15540540540540546,0.07929515418502202,0.05580524344569289,0.1093362709997246,0.3488372093023256,1
